"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,14.699723,0.901049
HSC-4,HNSC,aero_digestive_tract,head_and_neck,14.769498,0.899747
G-402,UNCLASSIFIED,soft_tissue,soft_tissue_other,14.781036,0.879167
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,14.868671,0.875796
RKO,COREAD,digestive_system,large_intestine,14.921743,0.908692
EW-16,UNCLASSIFIED,bone,ewings_sarcoma,14.971749,0.886483
DJM-1,UNCLASSIFIED,skin,skin_other,15.095255,0.904145
HAL-01,ALL,blood,lymphoblastic_leukemia,15.140755,0.934780
B-CPAP,THCA,thyroid,thyroid,15.206639,0.879854
D-502MG,LGG,nervous_system,glioma,15.291428,0.848656
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,15.305608,0.914808
KM12,COREAD,digestive_system,large_intestine,15.313301,0.889469
RS4-11,ALL,blood,leukemia,15.534506,0.945628
RCC-AB,KIRC,kidney,kidney,15.550302,0.864892
HCT-116,COREAD,digestive_system,large_intestine,15.746204,0.910792
NUGC-4,STAD,digestive_system,stomach,15.780635,0.836557
CS1,UNCLASSIFIED,bone,bone_other,15.784023,0.868698
DAN-G,PAAD,pancreas,pancreas,15.892042,0.895431
RL,DLBC,blood,B_cell_lymphoma,15.977288,0.921345
COLO-800,SKCM,skin,melanoma,16.001453,0.898894
LB2241-RCC,KIRC,kidney,kidney,16.014368,0.880780
SUP-B15,ALL,blood,lymphoblastic_leukemia,16.043035,0.952340
DB,DLBC,blood,B_cell_lymphoma,16.081055,0.910151
NB6,NB,nervous_system,neuroblastoma,16.129326,0.903066
OCI-AML2,LAML,blood,acute_myeloid_leukaemia,16.163579,0.955103
KMRC-1,KIRC,kidney,kidney,16.214598,0.882589
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,16.263695,0.896920
M14,SKCM,skin,melanoma,16.290050,0.896864
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,16.353644,0.940400
A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,16.430447,0.923660
BICR31,HNSC,aero_digestive_tract,head_and_neck,16.486681,0.930633
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,16.541463,0.917165
RC-K8,DLBC,blood,B_cell_lymphoma,16.898122,0.903603
NCI-H2452,MESO,lung,mesothelioma,17.086592,0.859327
GP5d,COREAD,digestive_system,large_intestine,17.185779,0.917918
EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,17.256781,0.904077
G-401,UNCLASSIFIED,kidney,kidney,17.285368,0.881737
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,17.444812,0.911549
42-MG-BA,GBM,nervous_system,glioma,17.478747,0.908126
BE2-M17,NB,nervous_system,neuroblastoma,17.491034,0.904215
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,17.515776,0.915072
JM1,DLBC,blood,B_cell_lymphoma,17.561991,0.971058
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,17.614400,0.946119
JiyoyeP-2003,UNCLASSIFIED,blood,Burkitt_lymphoma,17.615439,0.931846
TE-441-T,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,17.711695,0.900630
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,17.824064,0.895448
RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,18.044145,0.941756
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,18.044548,0.925645
MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,18.080344,0.935046
PFSK-1,MB,nervous_system,medulloblastoma,18.100153,0.917666
CHP-212,NB,nervous_system,neuroblastoma,18.184342,0.907430
COLO-783,SKCM,skin,melanoma,18.353584,0.903096
PANC-03-27,PAAD,pancreas,pancreas,18.360251,0.895502
MS751,CESC,urogenital_system,cervix,18.380290,0.929868
HCC-33,SCLC,lung,lung_small_cell_carcinoma,18.482350,0.925063
AGS,STAD,digestive_system,stomach,18.497694,0.915001
NCI-H647,UNCLASSIFIED,lung,lung_NSCLC_not_specified,18.601978,0.893116
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,18.638006,0.900265
TUR,DLBC,blood,B_cell_lymphoma,18.642091,0.960601
RXF393,KIRC,kidney,kidney,18.671518,0.895753
NCI-H460,UNCLASSIFIED,lung,lung_NSCLC_large_cell,18.755896,0.915565
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,18.784120,0.887530
BFTC-905,BLCA,urogenital_system,bladder,18.796814,0.920765
LS-1034,COREAD,digestive_system,large_intestine,18.847900,0.914117
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,18.940447,0.939429
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,19.026810,0.884644
NH-12,NB,nervous_system,neuroblastoma,19.095016,0.897035
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,19.135845,0.920694
REH,UNCLASSIFIED,blood,B_cell_leukemia,19.204668,0.949482
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,19.298764,0.912101
SW1116,COREAD,digestive_system,large_intestine,19.393827,0.893010
EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,19.395039,0.886214
OV-7,OV,urogenital_system,ovary,19.450366,0.911533
SUP-T1,ALL,blood,lymphoblastic_T_cell_leukaemia,19.537995,0.909107
MY-M12,ALL,blood,leukemia,19.554343,0.958599
WM793B,SKCM,skin,melanoma,19.692529,0.902614
no-10,LGG,nervous_system,glioma,19.732566,0.901088
PANC-10-05,PAAD,pancreas,pancreas,19.749612,0.814161
T47D,BRCA,breast,breast,19.808517,0.908551
NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,19.941611,0.867972
HCC70,BRCA,breast,breast,19.948001,0.925039
SK-N-SH,NB,nervous_system,neuroblastoma,20.101292,0.901549
NB12,NB,nervous_system,neuroblastoma,20.322712,0.904333
CAL-85-1,BRCA,breast,breast,20.449305,0.908689
RCM-1,COREAD,digestive_system,large_intestine,20.452751,0.867780
HuCCT1,UNCLASSIFIED,digestive_system,biliary_tract,20.575263,0.880452
NCI-H1688,SCLC,lung,lung_small_cell_carcinoma,20.631787,0.941753
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,20.822592,0.912344
SK-OV-3,OV,urogenital_system,ovary,20.896106,0.858174
HCC38,BRCA,breast,breast,20.897425,0.894450
OCI-LY-19,DLBC,blood,B_cell_lymphoma,21.111853,0.954875
OVISE,OV,urogenital_system,ovary,21.121848,0.894739
SIMA,NB,nervous_system,neuroblastoma,21.144327,0.920561
SCC-4,HNSC,aero_digestive_tract,head_and_neck,21.307034,0.903538
CAS-1,GBM,nervous_system,glioma,21.309684,0.874519
DOV13,OV,urogenital_system,ovary,21.404099,0.930741
KY821,LAML,blood,leukemia,21.587589,0.950243
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,21.593617,0.914158
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,21.751908,0.904635
FU97,STAD,digestive_system,stomach,21.984944,0.883359
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,21.989120,0.946590
NKM-1,LAML,blood,acute_myeloid_leukaemia,22.071649,0.927449
HuP-T4,PAAD,pancreas,pancreas,22.090039,0.912221
KP-1N,PAAD,pancreas,pancreas,22.120755,0.908559
KMOE-2,LAML,blood,acute_myeloid_leukaemia,22.149665,0.948765
EJM,MM,blood,lymphoid_neoplasm_other,22.287161,0.949508
SK-MEL-1,SKCM,skin,melanoma,22.316581,0.897245
LAN-6,NB,nervous_system,neuroblastoma,22.343474,0.915429
YMB-1-E,BRCA,breast,breast,22.669085,0.907759
HL-60,LAML,blood,acute_myeloid_leukaemia,22.705112,0.946798
SNU-1,STAD,digestive_system,stomach,22.722746,0.933165
BALL-1,UNCLASSIFIED,blood,B_cell_leukemia,22.730621,0.967956
D-542MG,GBM,nervous_system,glioma,22.884953,0.887949
TOV-112D,OV,urogenital_system,ovary,22.899298,0.935247
C2BBe1,COREAD,digestive_system,large_intestine,23.000067,0.862134
L-363,MM,blood,myeloma,23.241649,0.969797
P30-OHK,ALL,blood,lymphoblastic_leukemia,23.415548,0.971961
SBC-1,SCLC,lung,lung_small_cell_carcinoma,23.767411,0.918046
SW1710,BLCA,urogenital_system,bladder,23.801523,0.899588
CAL-72,UNCLASSIFIED,bone,osteosarcoma,23.896431,0.905872
BT-549,BRCA,breast,breast,24.333390,0.888625
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,24.543797,0.935399
LP-1,MM,blood,myeloma,24.543902,0.929791
NCI-H1703,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,24.583600,0.924345
FTC-133,THCA,thyroid,thyroid,24.772079,0.916722
P31-FUJ,LAML,blood,acute_myeloid_leukaemia,25.112489,0.941626
ES5,UNCLASSIFIED,bone,ewings_sarcoma,25.414721,0.937947
MKN28,STAD,digestive_system,stomach,25.447872,0.898919
TK10,KIRC,kidney,kidney,25.463009,0.819633
NCI-H1693,LUAD,lung,lung_NSCLC_adenocarcinoma,25.472002,0.851855
FLO-1,ESCA,aero_digestive_tract,oesophagus,25.503831,0.908536
SNU-C2B,COREAD,digestive_system,large_intestine,25.634278,0.867558
RT4,BLCA,urogenital_system,bladder,25.653511,0.930267
ES4,UNCLASSIFIED,bone,ewings_sarcoma,25.856719,0.911566
A172,GBM,nervous_system,glioma,26.108463,0.916164
NCI-H835,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,26.134953,0.941727
SNU-398,LIHC,digestive_system,liver,26.356972,0.918541
Hs-746T,STAD,digestive_system,stomach,26.509518,0.889897
NCI-H2804,MESO,lung,mesothelioma,26.669504,0.888803
KU812,LCML,blood,chronic_myeloid_leukaemia,26.984933,0.944399
TE-10,ESCA,aero_digestive_tract,oesophagus,27.091556,0.938590
MG-63,UNCLASSIFIED,bone,osteosarcoma,27.095451,0.917661
CAL-62,THCA,thyroid,thyroid,27.225038,0.926317
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,27.313439,0.937649
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,27.776586,0.939095
SCC-25,HNSC,aero_digestive_tract,head_and_neck,27.986120,0.940008
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,27.998091,0.949213
MFE-280,UCEC,urogenital_system,endometrium,28.030802,0.901144
RERF-GC-1B,STAD,digestive_system,stomach,28.050798,0.925873
KYSE-510,ESCA,aero_digestive_tract,oesophagus,28.066035,0.952014
LAMA-84,LCML,blood,chronic_myeloid_leukaemia,28.322231,0.969149
NCI-H929,MM,blood,myeloma,28.368581,0.955678
SCH,UNCLASSIFIED,digestive_system,stomach,28.566256,0.929087
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,29.081684,0.953942
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,29.142056,0.893993
SF295,GBM,nervous_system,glioma,29.275598,0.920644
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,29.680848,0.907325
SKN-3,HNSC,aero_digestive_tract,head_and_neck,30.134601,0.926618
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,30.210816,0.930034
HeLa,CESC,urogenital_system,cervix,30.251794,0.960853
BONNA-12,-,blood,hairy_cell_leukaemia,30.394346,0.950761
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,30.536326,0.934947
CP50-MEL-B,SKCM,skin,melanoma,30.652992,0.942174
TGBC11TKB,STAD,digestive_system,stomach,30.863128,0.926586
LNZTA3WT4,GBM,nervous_system,glioma,30.971193,0.930544
KU-19-19,BLCA,urogenital_system,bladder,31.300382,0.944133
K5,THCA,thyroid,thyroid,31.440413,0.924125
COLO-205,COREAD,digestive_system,large_intestine,31.577270,0.923325
MM1S,MM,blood,myeloma,31.627352,0.976912
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,31.633800,0.937994
MOG-G-UVW,LGG,nervous_system,glioma,31.859534,0.945933
GDM-1,LAML,blood,acute_myeloid_leukaemia,32.158181,0.944611
NOMO-1,LAML,blood,acute_myeloid_leukaemia,32.218317,0.959254
MFE-319,UCEC,urogenital_system,endometrium,32.424154,0.935441
JHH-4,LIHC,digestive_system,liver,32.661834,0.911561
MOG-G-CCM,LGG,nervous_system,glioma,32.954270,0.908027
COLO-684,UCEC,urogenital_system,endometrium,33.020266,0.917833
LS-180,COREAD,digestive_system,large_intestine,33.058685,0.913574
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,33.130780,0.926051
JSC-1,DLBC,blood,B_cell_lymphoma,33.195320,0.963487
CTV-1,LAML,blood,acute_myeloid_leukaemia,33.229668,0.981446
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,33.242000,0.852501
GAK,SKCM,skin,melanoma,33.337603,0.941561
COR-L32,SCLC,lung,lung_small_cell_carcinoma,33.604088,0.945003
22RV1,PRAD,urogenital_system,prostate,33.633595,0.898721
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,34.256172,0.963945
AM-38,GBM,nervous_system,glioma,34.281746,0.934941
BxPC-3,PAAD,pancreas,pancreas,34.433898,0.919683
CESS,LAML,blood,acute_myeloid_leukaemia,34.840600,0.962721
KYSE-70,ESCA,aero_digestive_tract,oesophagus,35.235762,0.912245
HOS,UNCLASSIFIED,bone,osteosarcoma,35.694881,0.957299
C3A,LIHC,digestive_system,liver,35.716184,0.888255
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,35.978246,0.950221
M059J,GBM,nervous_system,glioma,36.065813,0.919587
PL-21,LAML,blood,acute_myeloid_leukaemia,36.158583,0.958557
OAW-28,OV,urogenital_system,ovary,36.350776,0.933730
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,36.384233,0.923190
huH-1,LIHC,digestive_system,liver,36.430326,0.912110
KCL-22,LCML,blood,chronic_myeloid_leukaemia,36.644635,0.966626
FU-OV-1,OV,urogenital_system,ovary,36.645261,0.901424
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,36.690230,0.958733
A375,SKCM,skin,melanoma,37.109528,0.939768
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,37.230827,0.950439
TE-8,ESCA,aero_digestive_tract,oesophagus,37.737541,0.917552
Daoy,MB,nervous_system,medulloblastoma,38.187188,0.954608
SNU-449,LIHC,digestive_system,liver,38.507350,0.880378
NCI-H2803,MESO,lung,mesothelioma,38.709773,0.934894
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,38.791496,0.938888
HCE-4,ESCA,aero_digestive_tract,oesophagus,38.795505,0.960746
H4,LGG,nervous_system,glioma,38.878518,0.956831
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,39.623942,0.945708
MHH-NB-11,NB,nervous_system,neuroblastoma,39.678170,0.966566
T98G,GBM,nervous_system,glioma,39.799998,0.945909
HCC1428,BRCA,breast,breast,40.021164,0.897186
LoVo,COREAD,digestive_system,large_intestine,40.070051,0.915412
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,40.186097,0.967152
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,40.405566,0.968234
GCIY,STAD,digestive_system,stomach,40.510910,0.906408
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,40.594280,0.973593
NCI-H513,MESO,lung,mesothelioma,40.750143,0.897579
Caov-3,OV,urogenital_system,ovary,40.965907,0.934450
TMK-1,STAD,digestive_system,stomach,40.997540,0.942840
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,41.324636,0.947345
8305C,THCA,thyroid,thyroid,41.345624,0.904819
NCI-H28,MESO,lung,mesothelioma,41.807211,0.853532
MFM-223,BRCA,breast,breast,42.839394,0.901745
NCI-H2810,MESO,lung,mesothelioma,43.300216,0.943520
SK-MEL-3,SKCM,skin,melanoma,43.432473,0.944243
HPAF-II,PAAD,pancreas,pancreas,43.582697,0.916785
COR-L311,SCLC,lung,lung_small_cell_carcinoma,43.736992,0.964932
COR-L95,SCLC,lung,lung_small_cell_carcinoma,43.789484,0.933521
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,43.840297,0.970566
VMRC-MELG,SKCM,skin,melanoma,43.990092,0.922447
CHSA0011,UNCLASSIFIED,bone,chondrosarcoma,44.030632,0.916626
KLE,UCEC,urogenital_system,endometrium,45.632458,0.889445
D-247MG,GBM,nervous_system,glioma,45.741100,0.921827
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,46.043865,0.961883
TE-9,ESCA,aero_digestive_tract,oesophagus,46.086700,0.954348
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,46.389147,0.962137
SNU-61,COREAD,digestive_system,large_intestine,46.487285,0.939856
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,46.514254,0.954061
MKN45,STAD,digestive_system,stomach,46.672524,0.920279
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,46.754897,0.956202
MEG-01,LCML,blood,chronic_myeloid_leukaemia,46.815445,0.961726
CFPAC-1,PAAD,pancreas,pancreas,46.964450,0.915747
KGN,UNCLASSIFIED,urogenital_system,ovary,47.116428,0.937158
SNG-M,UCEC,urogenital_system,endometrium,47.501445,0.960571
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,47.742275,0.965459
GAMG,LGG,nervous_system,glioma,47.856063,0.941848
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,48.252074,0.936425
IM-95,STAD,digestive_system,stomach,48.308301,0.949168
NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,48.400540,0.921556
ASH-3,THCA,thyroid,thyroid,48.517267,0.952821
451Lu,SKCM,skin,melanoma,49.147383,0.951411
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,50.143604,0.964157
NCI-H1650,LUAD,lung,lung_NSCLC_adenocarcinoma,50.240042,0.906835
MES-SA,UNCLASSIFIED,urogenital_system,uterus,50.715556,0.955926
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,50.824742,0.931979
MDST8,COREAD,digestive_system,large_intestine,50.888107,0.954957
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,50.943838,0.925544
MHH-CALL-2,UNCLASSIFIED,blood,B_cell_leukemia,51.135351,0.977646
OVCAR-5,OV,urogenital_system,ovary,51.179045,0.892172
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,51.235320,0.947864
NEC8,UNCLASSIFIED,urogenital_system,testis,51.553003,0.988568
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,51.966040,0.934838
SW1990,PAAD,pancreas,pancreas,52.930748,0.938161
MIA-PaCa-2,PAAD,pancreas,pancreas,53.321275,0.954175
QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,53.385546,0.986604
COR-L88,SCLC,lung,lung_small_cell_carcinoma,53.386921,0.953552
CHSA8926,UNCLASSIFIED,bone,chondrosarcoma,53.926017,0.941950
COLO-668,SCLC,lung,lung_small_cell_carcinoma,55.429563,0.956761
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,55.453429,0.937208
NCI-H250,SCLC,lung,lung_small_cell_carcinoma,55.801121,0.930756
RT-112,BLCA,urogenital_system,bladder,55.876118,0.956210
MDA-MB-157,BRCA,breast,breast,56.082396,0.955360
ESO51,ESCA,aero_digestive_tract,oesophagus,56.213961,0.941177
CAMA-1,BRCA,breast,breast,56.542401,0.962780
ES-2,UNCLASSIFIED,urogenital_system,ovary,56.689481,0.948567
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,57.092549,0.942425
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,57.193177,0.941260
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,57.212750,0.944487
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,57.290692,0.946099
NCI-H660,OTHER,urogenital_system,prostate,57.413988,0.981447
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,58.323416,0.985023
KALS-1,LGG,nervous_system,glioma,58.593977,0.937062
WM1552C,SKCM,skin,melanoma,58.920377,0.945873
SJRH30,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,58.923738,0.977063
MRK-nu-1,BRCA,breast,breast,59.029696,0.981905
DK-MG,GBM,nervous_system,glioma,59.218374,0.928711
SF268,GBM,nervous_system,glioma,59.337536,0.943448
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,59.942021,0.925597
MEL-JUSO,SKCM,skin,melanoma,59.966048,0.956448
CADO-ES1,UNCLASSIFIED,bone,ewings_sarcoma,60.026099,0.974294
IHH-4,THCA,thyroid,thyroid,60.152999,0.964710
EFM-19,BRCA,breast,breast,60.341412,0.942825
TE-5,ESCA,aero_digestive_tract,oesophagus,62.029379,0.945374
YH-13,GBM,nervous_system,glioma,62.338255,0.947734
KP-N-YN,NB,nervous_system,neuroblastoma,62.482011,0.933594
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,62.753301,0.954574
CAPAN-1,PAAD,pancreas,pancreas,63.694666,0.943017
KNS-62,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,63.845467,0.954802
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,63.909939,0.954866
D-245MG,GBM,nervous_system,glioma,64.156250,0.933466
U-CH2,-,-,-,64.186718,0.933187
NCI-H2291,LUAD,lung,lung_NSCLC_adenocarcinoma,64.221418,0.900168
THP-1,LAML,blood,acute_myeloid_leukaemia,64.328597,0.971283
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,65.295074,0.955783
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,65.502036,0.953460
BICR10,HNSC,aero_digestive_tract,head_and_neck,65.824180,0.941099
SW1783,LGG,nervous_system,glioma,66.187556,0.955259
UACC-62,SKCM,skin,melanoma,66.640214,0.954464
SNU-423,LIHC,digestive_system,liver,66.970776,0.942324
HCC-15,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,67.210587,0.953129
Saos-2,UNCLASSIFIED,bone,osteosarcoma,67.243404,0.958429
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,67.341412,0.967225
AN3-CA,UCEC,urogenital_system,endometrium,67.420940,0.967840
ECC12,UNCLASSIFIED,digestive_system,stomach,67.574610,0.976013
OS-RC-2,KIRC,kidney,kidney,68.013604,0.939923
PL4,PAAD,pancreas,pancreas,68.435476,0.945267
HPAC,PAAD,pancreas,pancreas,68.518006,0.909668
GI-1,LGG,nervous_system,glioma,69.170686,0.976296
PEO1,OV,urogenital_system,ovary,69.229712,0.924987
KP-3,UNCLASSIFIED,pancreas,pancreas,70.089877,0.964957
Hs-940-T,SKCM,skin,melanoma,70.277370,0.944868
OCI-AML5,LAML,blood,acute_myeloid_leukaemia,70.297069,0.988960
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,70.806070,0.941448
23132-87,STAD,digestive_system,stomach,71.347953,0.963414
KNS-81-FD,LGG,nervous_system,glioma,73.480106,0.941492
U-266,MM,blood,myeloma,73.594041,0.955343
HT-1376,BLCA,urogenital_system,bladder,74.362817,0.941821
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,75.059149,0.943175
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,75.066233,0.934247
PCI-30,HNSC,aero_digestive_tract,head_and_neck,75.692051,0.934954
TGW,NB,nervous_system,neuroblastoma,75.716793,0.972926
JHOS-2,OV,urogenital_system,ovary,75.878368,0.953272
SU-DHL-8,DLBC,blood,B_cell_lymphoma,76.617413,0.996377
NB10,NB,nervous_system,neuroblastoma,76.800826,0.973250
KP-4,PAAD,pancreas,pancreas,77.282760,0.977983
HLE,LIHC,digestive_system,liver,77.391822,0.964712
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,77.608840,0.948454
CAL-148,BRCA,breast,breast,77.671535,0.972055
SKG-IIIa,CESC,urogenital_system,cervix,78.083760,0.931774
SNU-387,LIHC,digestive_system,liver,78.186515,0.936145
SW1088,GBM,nervous_system,glioma,78.334545,0.936946
LS-123,COREAD,digestive_system,large_intestine,78.658413,0.903337
639-V,BLCA,urogenital_system,bladder,78.883774,0.972148
IST-MEL1,SKCM,skin,melanoma,78.912900,0.942440
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,78.995677,0.936616
SJSA-1,UNCLASSIFIED,bone,bone_other,80.343841,0.951249
LN-229,GBM,nervous_system,glioma,80.381594,0.955327
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,80.474842,0.934525
WM35,SKCM,skin,melanoma,81.839953,0.959301
JHH-6,LIHC,digestive_system,liver,82.812398,0.932268
SK-MG-1,GBM,nervous_system,glioma,82.847670,0.955223
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,83.083922,0.955053
ONS-76,MB,nervous_system,medulloblastoma,83.786104,0.954939
Hs-939-T,SKCM,skin,melanoma,84.046879,0.950631
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,84.917225,0.953264
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,85.032573,0.960904
SBC-3,SCLC,lung,lung_small_cell_carcinoma,85.285165,0.966674
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,85.799526,0.949002
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,85.905962,0.990616
PA-TU-8988T,PAAD,pancreas,pancreas,86.025382,0.966187
OSC-20,HNSC,aero_digestive_tract,head_and_neck,86.805815,0.949824
SNU-81,COREAD,digestive_system,large_intestine,87.206971,0.980933
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,87.863932,0.922278
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,88.528575,0.962178
SKN,UNCLASSIFIED,urogenital_system,uterus,88.536175,0.945725
OVCAR-4,OV,urogenital_system,ovary,88.907929,0.957795
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,89.378357,0.941044
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,89.809784,0.950831
SU8686,PAAD,pancreas,pancreas,90.160187,0.936020
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,90.416974,0.955655
Hey,OV,urogenital_system,ovary,90.509989,0.943939
647-V,BLCA,urogenital_system,bladder,90.671697,0.976445
NCI-H740,-,lung,lung_other,90.689780,0.950903
EM-2,LCML,blood,chronic_myeloid_leukaemia,91.190817,0.986549
NCI-H2461,MESO,lung,mesothelioma,91.782083,0.920702
SH-4,SKCM,skin,melanoma,91.815600,0.954965
SW837,COREAD,digestive_system,large_intestine,92.885448,0.956239
HCC1500,BRCA,breast,breast,94.952527,0.977278
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,97.526756,0.979831
SLVL,DLBC,blood,B_cell_lymphoma,97.614784,0.977700
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,98.738329,0.979403
IST-MES1,MESO,lung,mesothelioma,98.987542,0.951015
MPP-89,MESO,lung,mesothelioma,99.583930,0.962845
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,99.735824,0.969854
OVK-18,OV,urogenital_system,ovary,100.633980,0.960466
MSTO-211H,MESO,lung,mesothelioma,101.079723,0.967086
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,102.060797,0.936414
PWR-1E,PRAD,urogenital_system,prostate,103.019090,0.977628
Hs-766T,PAAD,pancreas,pancreas,103.353667,0.907939
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,103.856517,0.962508
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,105.112608,0.961746
LB373-MEL-D,SKCM,skin,melanoma,105.424192,0.976027
