"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
LS-411N,COREAD,digestive_system,large_intestine,37.053079,0.980027
SCC-15,HNSC,aero_digestive_tract,head_and_neck,37.498526,0.978265
LU-139,SCLC,lung,lung_small_cell_carcinoma,38.087833,0.979162
SK-MEL-1,SKCM,skin,melanoma,38.361397,0.974582
CL-11,COREAD,digestive_system,large_intestine,38.956362,0.983273
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,40.211529,0.983159
SNU-16,STAD,digestive_system,stomach,43.755148,0.989581
MFM-223,BRCA,breast,breast,44.929471,0.986468
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,45.886784,0.985537
DMS-79,SCLC,lung,lung_small_cell_carcinoma,49.825002,0.984160
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,50.088441,0.983137
D-502MG,LGG,nervous_system,glioma,52.435731,0.970657
CW-2,COREAD,digestive_system,large_intestine,55.123485,0.984425
SNU-5,STAD,digestive_system,stomach,56.355682,0.987177
NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,59.209326,0.988119
KNS-81-FD,LGG,nervous_system,glioma,71.525554,0.977707
SNU-C1,COREAD,digestive_system,large_intestine,73.778299,0.965996
NCI-H128,SCLC,lung,lung_small_cell_carcinoma,75.663353,0.975035
EW-12,UNCLASSIFIED,bone,ewings_sarcoma,88.340784,0.967894
A498,KIRC,kidney,kidney,88.534608,0.975739
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,125.471623,0.984981
