"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
ESO26,ESCA,aero_digestive_tract,oesophagus,12.556063,0.955343
OSC-20,HNSC,aero_digestive_tract,head_and_neck,12.566358,0.939769
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,12.620298,0.961491
DJM-1,UNCLASSIFIED,skin,skin_other,12.628933,0.892985
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,12.632773,0.969079
CAL-148,BRCA,breast,breast,12.752885,0.967346
G-MEL,SKCM,skin,melanoma,12.759884,0.923964
NCI-H2369,MESO,lung,mesothelioma,12.768547,0.956778
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,12.806150,0.941860
MZ2-MEL,SKCM,skin,melanoma,12.854831,0.886237
OC-314,OV,urogenital_system,ovary,13.010924,0.972599
MFE-296,UCEC,urogenital_system,endometrium,13.018674,0.965732
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,13.019560,0.964280
RCC-JF,KIRC,kidney,kidney,13.024637,0.886568
IPC-298,SKCM,skin,melanoma,13.079315,0.887596
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,13.118733,0.949371
KY821,LAML,blood,leukemia,13.170639,0.982778
8-MG-BA,GBM,nervous_system,glioma,13.172043,0.973567
NCI-H2052,MESO,lung,mesothelioma,13.176772,0.940938
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,13.176909,0.984318
TMK-1,STAD,digestive_system,stomach,13.188252,0.886047
HPAF-II,PAAD,pancreas,pancreas,13.279661,0.932575
MDST8,COREAD,digestive_system,large_intestine,13.299643,0.962685
ME-1,LAML,blood,acute_myeloid_leukaemia,13.305516,0.975534
NB17,NB,nervous_system,neuroblastoma,13.366288,0.919092
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,13.384733,0.974599
GOTO,NB,nervous_system,neuroblastoma,13.412877,0.960437
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,13.453827,0.973983
TGW,NB,nervous_system,neuroblastoma,13.523735,0.970389
KARPAS-1106P,DLBC,blood,B_cell_lymphoma,13.526316,0.983360
T47D,BRCA,breast,breast,13.533183,0.957625
MC116,DLBC,blood,B_cell_lymphoma,13.605230,0.958314
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,13.631995,0.968565
CAL-51,BRCA,breast,breast,13.637902,0.955990
NEC8,UNCLASSIFIED,urogenital_system,testis,13.760881,0.992100
HCC70,BRCA,breast,breast,13.804759,0.969830
MRK-nu-1,BRCA,breast,breast,13.860428,0.984581
BFTC-909,KIRC,kidney,kidney,13.922187,0.966549
IM-95,STAD,digestive_system,stomach,14.002569,0.960371
IGR-1,SKCM,skin,melanoma,14.058368,0.970466
SNU-449,LIHC,digestive_system,liver,14.066781,0.906085
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,14.090661,0.981891
TE-8,ESCA,aero_digestive_tract,oesophagus,14.101897,0.941057
MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,14.143720,0.986918
HLE,LIHC,digestive_system,liver,14.162459,0.962453
AN3-CA,UCEC,urogenital_system,endometrium,14.247259,0.969160
WM35,SKCM,skin,melanoma,14.297335,0.955611
NKM-1,LAML,blood,acute_myeloid_leukaemia,14.410601,0.969160
SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,14.501274,0.992557
HTC-C3,THCA,thyroid,thyroid,14.516670,0.948717
GI-1,LGG,nervous_system,glioma,14.550796,0.977310
BHT-101,THCA,thyroid,thyroid,14.552127,0.962617
SNU-283,-,-,-,14.666672,0.899359
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,14.842613,0.983028
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,14.884714,0.973611
RCM-1,COREAD,digestive_system,large_intestine,14.909631,0.926246
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,14.913459,0.967900
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,15.026050,0.979779
HCC2218,BRCA,breast,breast,15.061419,0.919721
BC-1,DLBC,blood,B_cell_lymphoma,15.148841,0.988474
PANC-03-27,PAAD,pancreas,pancreas,15.475301,0.906123
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,15.522044,0.968321
YH-13,GBM,nervous_system,glioma,15.564417,0.954365
T84,COREAD,digestive_system,large_intestine,15.574600,0.961836
SNU-16,STAD,digestive_system,stomach,15.650582,0.986536
U251,GBM,nervous_system,glioma,15.740840,0.955575
SU-DHL-4,DLBC,blood,B_cell_lymphoma,15.750354,0.950185
JEKO-1,DLBC,blood,B_cell_lymphoma,15.813861,0.936945
ES-2,UNCLASSIFIED,urogenital_system,ovary,15.844845,0.958424
OE33,ESCA,aero_digestive_tract,oesophagus,16.009283,0.940303
SF268,GBM,nervous_system,glioma,16.057753,0.952752
M059J,GBM,nervous_system,glioma,16.059736,0.948527
SHP-77,SCLC,lung,lung_small_cell_carcinoma,16.091086,0.979653
RPMI-7951,SKCM,skin,melanoma,16.230177,0.974262
MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,16.389183,0.979810
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,16.490870,0.937321
A204,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,16.505162,0.942684
G-401,UNCLASSIFIED,kidney,kidney,16.601873,0.949122
BT-20,BRCA,breast,breast,16.644687,0.981455
DK-MG,GBM,nervous_system,glioma,16.723000,0.940388
ES5,UNCLASSIFIED,bone,ewings_sarcoma,16.747137,0.916936
ASH-3,THCA,thyroid,thyroid,16.770368,0.967885
REH,UNCLASSIFIED,blood,B_cell_leukemia,16.940121,0.988823
CPC-N,SCLC,lung,lung_small_cell_carcinoma,16.972832,0.977310
HEL,LAML,blood,acute_myeloid_leukaemia,16.996712,0.958943
HT-1197,BLCA,urogenital_system,bladder,17.010628,0.947678
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,17.041786,0.968247
NCI-H2810,MESO,lung,mesothelioma,17.105304,0.900321
NCI-H929,MM,blood,myeloma,17.254230,0.983755
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,17.293978,0.940022
BT-474,BRCA,breast,breast,17.323769,0.937012
SW756,CESC,urogenital_system,cervix,17.582023,0.937024
OVKATE,OV,urogenital_system,ovary,17.585272,0.891007
NCC021,KIRC,kidney,kidney,17.786453,0.881481
SNU-5,STAD,digestive_system,stomach,17.790030,0.974785
OCUB-M,BRCA,breast,breast,17.813642,0.979898
EB-3,UNCLASSIFIED,blood,Burkitt_lymphoma,17.815700,0.965389
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,18.034707,0.949488
UACC-257,SKCM,skin,melanoma,18.042416,0.945662
HCC1500,BRCA,breast,breast,18.066772,0.976271
RCC-FG2,KIRC,kidney,kidney,18.107171,0.898090
J82,BLCA,urogenital_system,bladder,18.154501,0.953548
SNG-M,UCEC,urogenital_system,endometrium,18.168089,0.976250
KARPAS-422,DLBC,blood,B_cell_lymphoma,18.199664,0.972529
DOV13,OV,urogenital_system,ovary,18.269642,0.977237
K2,SKCM,skin,melanoma,18.325152,0.887344
OVCAR-4,OV,urogenital_system,ovary,18.405592,0.958689
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,18.436656,0.974719
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,18.439348,0.955064
ARH-77,MM,blood,myeloma,18.483350,0.984707
D-566MG,GBM,nervous_system,glioma,18.518373,0.934343
Caov-3,OV,urogenital_system,ovary,18.545043,0.896883
COR-L279,SCLC,lung,lung_small_cell_carcinoma,18.695677,0.981835
COLO-668,SCLC,lung,lung_small_cell_carcinoma,18.768756,0.970204
ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,18.818436,0.985468
NCI-H290,MESO,lung,mesothelioma,18.888760,0.912110
OAW-28,OV,urogenital_system,ovary,18.934115,0.963988
BxPC-3,PAAD,pancreas,pancreas,19.006620,0.909689
WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,19.015943,0.985301
CHP-212,NB,nervous_system,neuroblastoma,19.066795,0.968894
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,19.080581,0.952391
MDA-MB-453,BRCA,breast,breast,19.185289,0.966776
MDA-MB-415,BRCA,breast,breast,19.227717,0.980381
JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,19.276154,0.936245
VAL,DLBC,blood,B_cell_lymphoma,19.384365,0.978697
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,19.390280,0.959117
NB12,NB,nervous_system,neuroblastoma,19.539512,0.963298
TE-10,ESCA,aero_digestive_tract,oesophagus,19.566578,0.923047
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,19.616681,0.980564
JHH-2,LIHC,digestive_system,liver,19.669282,0.956276
A172,GBM,nervous_system,glioma,19.764215,0.962897
IGR-37,SKCM,skin,melanoma,19.777511,0.975351
U-118-MG,GBM,nervous_system,glioma,19.844763,0.943246
SU8686,PAAD,pancreas,pancreas,19.849021,0.892754
ML-2,LAML,blood,acute_myeloid_leukaemia,19.850887,0.990268
SK-GT-4,ESCA,aero_digestive_tract,oesophagus,19.899695,0.899689
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,19.969036,0.874030
HeLa,CESC,urogenital_system,cervix,19.978462,0.987358
NU-DUL-1,DLBC,blood,B_cell_lymphoma,19.983395,0.956606
TGBC11TKB,STAD,digestive_system,stomach,20.070543,0.965188
KLE,UCEC,urogenital_system,endometrium,20.098425,0.920206
RCC-MF,KIRC,kidney,kidney,20.098979,0.916730
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,20.252925,0.974689
RCC-AB,KIRC,kidney,kidney,20.259577,0.880359
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,20.461129,0.976641
GAK,SKCM,skin,melanoma,20.588783,0.973914
YT,ALL,blood,lymphoid_neoplasm_other,20.656706,0.989899
ES7,UNCLASSIFIED,bone,ewings_sarcoma,20.710869,0.979486
HuO9,UNCLASSIFIED,bone,osteosarcoma,20.711931,0.978875
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,20.728656,0.922910
IHH-4,THCA,thyroid,thyroid,20.969053,0.976932
SISO,CESC,urogenital_system,cervix,21.004854,0.971104
JIMT-1,BRCA,breast,breast,21.018596,0.975885
LS-1034,COREAD,digestive_system,large_intestine,21.034964,0.973866
CRO-AP2,DLBC,blood,B_cell_lymphoma,21.107311,0.959673
MC-IXC,NB,nervous_system,neuroblastoma,21.246301,0.941940
HT-115,COREAD,digestive_system,large_intestine,21.498338,0.928476
DAN-G,PAAD,pancreas,pancreas,21.517943,0.928216
OAW-42,OV,urogenital_system,ovary,21.521099,0.957365
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,21.624120,0.964574
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,21.639615,0.990277
NY,UNCLASSIFIED,bone,osteosarcoma,21.640322,0.968679
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,21.644750,0.986803
COLO-678,COREAD,digestive_system,large_intestine,21.672060,0.892176
C2BBe1,COREAD,digestive_system,large_intestine,21.700290,0.928382
NCI-H2722,MESO,lung,mesothelioma,21.714590,0.897873
NCI-H524,SCLC,lung,lung_small_cell_carcinoma,21.869199,0.987669
JHH-4,LIHC,digestive_system,liver,21.884751,0.954203
FLO-1,ESCA,aero_digestive_tract,oesophagus,21.927438,0.960755
NCI-H441,LUAD,lung,lung_NSCLC_adenocarcinoma,22.186091,0.894684
SW1088,GBM,nervous_system,glioma,22.189583,0.947412
CFPAC-1,PAAD,pancreas,pancreas,22.274603,0.901261
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,22.317290,0.985995
MY-M12,ALL,blood,leukemia,22.331632,0.964062
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,22.376817,0.981430
RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,22.398708,0.927139
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,22.528914,0.963783
COLO-320-HSR,COREAD,digestive_system,large_intestine,22.957354,0.986870
Calu-3,LUAD,lung,lung_NSCLC_adenocarcinoma,22.976573,0.938406
HL-60,LAML,blood,acute_myeloid_leukaemia,22.998805,0.987744
COLO-684,UCEC,urogenital_system,endometrium,23.006584,0.959816
HCC2998,COREAD,digestive_system,large_intestine,23.084099,0.982795
HCC1395,BRCA,breast,breast,23.161948,0.965521
Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,23.221530,0.985048
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,23.241448,0.971434
L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,23.328620,0.990169
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,23.331872,0.971561
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,23.416719,0.960801
TE-441-T,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,23.606592,0.915958
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,23.676053,0.937712
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,23.745982,0.894155
NCI-H2171,SCLC,lung,lung_small_cell_carcinoma,23.840886,0.970785
HA7-RCC,KIRC,kidney,kidney,23.845839,0.908784
MPP-89,MESO,lung,mesothelioma,24.038782,0.967088
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,24.217813,0.949242
NK-92MI,UNCLASSIFIED,blood,lymphoid_neoplasm_other,24.277148,0.979619
RXF393,KIRC,kidney,kidney,24.377750,0.909940
COLO-800,SKCM,skin,melanoma,24.420273,0.921606
NB13,NB,nervous_system,neuroblastoma,24.465563,0.984305
U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,24.477533,0.988618
MOLP-8,MM,blood,myeloma,24.539197,0.989260
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,24.544419,0.905374
OACM5-1,ESCA,aero_digestive_tract,oesophagus,24.780376,0.961200
KP-3,UNCLASSIFIED,pancreas,pancreas,24.864968,0.941477
NB1,NB,nervous_system,neuroblastoma,25.055739,0.963841
SK-MEL-3,SKCM,skin,melanoma,25.060818,0.921198
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,25.063906,0.969943
NCI-H2452,MESO,lung,mesothelioma,25.154870,0.944208
QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,25.158710,0.968334
MDA-MB-231,BRCA,breast,breast,25.176206,0.975820
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,25.430661,0.938094
GR-ST,ALL,blood,lymphoblastic_leukemia,25.454105,0.966427
SK-MG-1,GBM,nervous_system,glioma,25.456552,0.965696
COLO-783,SKCM,skin,melanoma,25.463811,0.920107
TE-5,ESCA,aero_digestive_tract,oesophagus,25.838098,0.965013
UACC-62,SKCM,skin,melanoma,25.866221,0.970519
PF-382,ALL,blood,lymphoblastic_T_cell_leukaemia,25.870141,0.987645
GI-ME-N,NB,nervous_system,neuroblastoma,25.928797,0.950749
KNS-62,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,25.939692,0.971828
BICR10,HNSC,aero_digestive_tract,head_and_neck,26.201457,0.960268
SW837,COREAD,digestive_system,large_intestine,26.375907,0.964647
RH-41,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,26.470379,0.989284
ONS-76,MB,nervous_system,medulloblastoma,26.476446,0.966022
MG-63,UNCLASSIFIED,bone,osteosarcoma,26.496277,0.969136
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,26.565716,0.975401
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,26.576963,0.895196
K5,THCA,thyroid,thyroid,26.750842,0.969091
CAL-62,THCA,thyroid,thyroid,26.790893,0.974636
BICR22,HNSC,aero_digestive_tract,head_and_neck,26.875540,0.981599
OS-RC-2,KIRC,kidney,kidney,26.892114,0.959004
ESS-1,UNCLASSIFIED,urogenital_system,endometrium,26.931298,0.987068
NB10,NB,nervous_system,neuroblastoma,27.031630,0.983056
KP-N-YN,NB,nervous_system,neuroblastoma,27.214532,0.956438
NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,27.317142,0.973570
NCI-H647,UNCLASSIFIED,lung,lung_NSCLC_not_specified,27.679337,0.913816
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,27.710184,0.985523
KURAMOCHI,UNCLASSIFIED,urogenital_system,ovary,27.717514,0.951521
NCI-H146,SCLC,lung,lung_small_cell_carcinoma,27.790447,0.929943
RF-48,STAD,digestive_system,stomach,27.814903,0.979918
SiHa,CESC,urogenital_system,cervix,28.291514,0.975101
RCC-JW,KIRC,kidney,kidney,28.413856,0.964192
SBC-3,SCLC,lung,lung_small_cell_carcinoma,28.446339,0.976834
PCI-30,HNSC,aero_digestive_tract,head_and_neck,28.542763,0.953245
KS-1,GBM,nervous_system,glioma,28.560798,0.965384
COR-L311,SCLC,lung,lung_small_cell_carcinoma,28.595420,0.987451
DMS-114,SCLC,lung,lung_small_cell_carcinoma,28.752314,0.975346
COLO-792,SKCM,skin,melanoma,28.941481,0.976195
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,28.967116,0.966332
BFTC-905,BLCA,urogenital_system,bladder,29.239057,0.982944
42-MG-BA,GBM,nervous_system,glioma,29.297902,0.978631
PEO1,OV,urogenital_system,ovary,29.339928,0.948058
MS-1,SCLC,lung,lung_small_cell_carcinoma,29.396441,0.990429
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,29.438774,0.987411
NCI-H1703,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,29.496455,0.977903
SCC-25,HNSC,aero_digestive_tract,head_and_neck,29.937613,0.942825
K-562,LCML,blood,chronic_myeloid_leukaemia,29.971187,0.984284
LOXIMVI,SKCM,skin,melanoma,30.421933,0.980073
RC-K8,DLBC,blood,B_cell_lymphoma,30.435604,0.977870
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,30.469159,0.959276
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,30.532815,0.958713
WM278,SKCM,skin,melanoma,30.568133,0.951369
OVCA433,OV,urogenital_system,ovary,30.640087,0.907430
JHOS-3,OV,urogenital_system,ovary,30.686745,0.898721
OSC-19,HNSC,aero_digestive_tract,head_and_neck,30.734738,0.936425
MDA-MB-157,BRCA,breast,breast,30.735376,0.977915
KYSE-70,ESCA,aero_digestive_tract,oesophagus,31.021603,0.960565
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,31.181149,0.973827
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,31.377904,0.984202
D-423MG,GBM,nervous_system,glioma,31.677490,0.941742
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,31.914765,0.964573
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,32.217488,0.920046
SK-MEL-2,SKCM,skin,melanoma,32.322610,0.986773
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,32.361642,0.927392
NB7,NB,nervous_system,neuroblastoma,32.475964,0.975706
Hs-746T,STAD,digestive_system,stomach,32.601891,0.955512
MKN28,STAD,digestive_system,stomach,32.674899,0.963204
COR-L321,UNCLASSIFIED,lung,lung_other,32.731905,0.955652
KGN,UNCLASSIFIED,urogenital_system,ovary,32.737635,0.970736
D-502MG,LGG,nervous_system,glioma,32.987535,0.890660
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,33.048452,0.971269
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,33.237665,0.945904
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,33.381444,0.963102
COLO-680N,ESCA,aero_digestive_tract,oesophagus,33.444270,0.953616
NCI-H28,MESO,lung,mesothelioma,33.576571,0.908392
SK-N-FI,NB,nervous_system,neuroblastoma,33.725211,0.976195
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,33.901502,0.939728
BE2-M17,NB,nervous_system,neuroblastoma,34.121037,0.978938
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,34.139596,0.984117
YKG-1,GBM,nervous_system,glioma,34.162998,0.930497
HMV-II,SKCM,skin,melanoma,34.377914,0.963282
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,34.394346,0.973624
SUIT-2,PAAD,pancreas,pancreas,34.419836,0.917652
JHH-6,LIHC,digestive_system,liver,34.561333,0.953078
DU-145,PRAD,urogenital_system,prostate,34.712990,0.970164
CAMA-1,BRCA,breast,breast,34.831245,0.984295
SW1710,BLCA,urogenital_system,bladder,34.929033,0.967210
Hs-940-T,SKCM,skin,melanoma,34.965226,0.918715
SLVL,DLBC,blood,B_cell_lymphoma,34.991369,0.986131
HuH-7,LIHC,digestive_system,liver,35.133805,0.970505
NB5,NB,nervous_system,neuroblastoma,35.391978,0.926499
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,35.459011,0.939509
CAPAN-1,PAAD,pancreas,pancreas,35.842621,0.935434
Hep3B2-1-7,LIHC,digestive_system,liver,35.850920,0.961276
8505C,THCA,thyroid,thyroid,36.166022,0.964015
SK-MEL-30,SKCM,skin,melanoma,36.337067,0.934383
Hs-578-T,BRCA,breast,breast,36.460455,0.972076
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,36.476708,0.950588
A375,SKCM,skin,melanoma,36.564538,0.950458
SJSA-1,UNCLASSIFIED,bone,bone_other,36.594252,0.970363
DBTRG-05MG,GBM,nervous_system,glioma,36.642621,0.921373
NCI-H2373,MESO,lung,mesothelioma,36.659279,0.956060
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,37.064059,0.985515
huH-1,LIHC,digestive_system,liver,37.269581,0.963365
KP-N-RT-BM-1,NB,nervous_system,neuroblastoma,37.354235,0.943284
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,37.559879,0.986663
CAL-85-1,BRCA,breast,breast,37.632066,0.978135
RKO,COREAD,digestive_system,large_intestine,38.104351,0.986624
PL-21,LAML,blood,acute_myeloid_leukaemia,38.301944,0.960458
COLO-205,COREAD,digestive_system,large_intestine,38.496844,0.975072
SK-N-SH,NB,nervous_system,neuroblastoma,38.939230,0.975534
LN-405,GBM,nervous_system,glioma,39.026846,0.973266
MKN7,STAD,digestive_system,stomach,39.123415,0.921764
Hs-683,LGG,nervous_system,glioma,39.529095,0.950994
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,39.536898,0.972926
COLO-829,SKCM,skin,melanoma,39.565374,0.939961
MOG-G-UVW,LGG,nervous_system,glioma,39.820281,0.987051
SNU-C2B,COREAD,digestive_system,large_intestine,39.882305,0.945347
8305C,THCA,thyroid,thyroid,39.910219,0.955765
HCT-116,COREAD,digestive_system,large_intestine,40.016972,0.986723
COR-L88,SCLC,lung,lung_small_cell_carcinoma,40.272752,0.981760
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,40.480894,0.974763
KMS-11,MM,blood,myeloma,40.555657,0.962079
HEC-1,UCEC,urogenital_system,endometrium,41.405489,0.976687
OV-17R,OV,urogenital_system,ovary,41.727640,0.938336
SNU-C1,COREAD,digestive_system,large_intestine,41.835742,0.965672
HCC1569,BRCA,breast,breast,41.985464,0.943147
JM1,DLBC,blood,B_cell_lymphoma,42.309771,0.992359
NCI-H835,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,42.319772,0.989309
LU-135,SCLC,lung,lung_small_cell_carcinoma,42.412736,0.987493
VMRC-MELG,SKCM,skin,melanoma,42.606349,0.921141
D-263MG,GBM,nervous_system,glioma,42.609011,0.977639
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,42.905872,0.976704
ES6,UNCLASSIFIED,bone,ewings_sarcoma,43.011602,0.961779
ESO51,ESCA,aero_digestive_tract,oesophagus,43.023878,0.973990
SW626,OV,urogenital_system,ovary,43.051563,0.945467
KMH-2,THCA,thyroid,thyroid,43.128364,0.967426
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,43.243544,0.980099
NCI-H2591,MESO,lung,mesothelioma,43.297518,0.954002
SW1783,LGG,nervous_system,glioma,43.609974,0.979917
OV-7,OV,urogenital_system,ovary,44.258884,0.947729
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,44.392262,0.972982
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,44.552062,0.949435
G-402,UNCLASSIFIED,soft_tissue,soft_tissue_other,44.607093,0.975297
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,44.949122,0.980876
T98G,GBM,nervous_system,glioma,44.983950,0.984393
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,45.055700,0.981289
LB831-BLC,BLCA,urogenital_system,bladder,45.591489,0.980647
CGTH-W-1,THCA,thyroid,thyroid,45.758820,0.978467
BB65-RCC,KIRC,kidney,kidney,45.968834,0.953983
CAL-72,UNCLASSIFIED,bone,osteosarcoma,46.016334,0.975584
D-336MG,LGG,nervous_system,glioma,46.043703,0.943247
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,46.421635,0.981115
HPAC,PAAD,pancreas,pancreas,46.511273,0.911713
D-542MG,GBM,nervous_system,glioma,46.725869,0.921219
LAN-6,NB,nervous_system,neuroblastoma,46.841543,0.946833
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,47.222505,0.941311
U-CH2,-,-,-,47.908512,0.922281
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,47.914594,0.954237
WM1552C,SKCM,skin,melanoma,48.008676,0.977662
SIMA,NB,nervous_system,neuroblastoma,48.147619,0.986139
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,48.265799,0.961919
CS1,UNCLASSIFIED,bone,bone_other,48.469045,0.968663
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,48.654599,0.974171
SCC-4,HNSC,aero_digestive_tract,head_and_neck,48.871790,0.978371
IST-MES1,MESO,lung,mesothelioma,49.008348,0.970888
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,49.140243,0.974852
CAS-1,GBM,nervous_system,glioma,49.388519,0.961954
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,49.537504,0.963408
HH,UNCLASSIFIED,blood,T_cell_leukemia,49.746501,0.982555
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,49.788673,0.971370
JHH-7,LIHC,digestive_system,liver,50.124579,0.968699
U-266,MM,blood,myeloma,50.214457,0.979974
NCI-H2731,MESO,lung,mesothelioma,50.298386,0.972619
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,50.543590,0.982407
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,50.930792,0.964795
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,51.020409,0.978979
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,51.288265,0.981164
MHH-NB-11,NB,nervous_system,neuroblastoma,51.376183,0.973455
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,51.422561,0.974808
EFM-19,BRCA,breast,breast,51.571074,0.976222
MDA-MB-436,BRCA,breast,breast,51.700986,0.974123
SKG-IIIa,CESC,urogenital_system,cervix,51.754535,0.962957
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,51.862172,0.945137
HuP-T4,PAAD,pancreas,pancreas,51.892480,0.957471
PANC-08-13,PAAD,pancreas,pancreas,52.393374,0.936962
SNU-423,LIHC,digestive_system,liver,53.278696,0.974342
no-11,LGG,nervous_system,glioma,53.624230,0.923978
SW780,BLCA,urogenital_system,bladder,53.982269,0.977987
SH-4,SKCM,skin,melanoma,54.217603,0.976792
