"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
PE-CA-PJ15,HNSC,aero_digestive_tract,head_and_neck,9.259895,0.859781
KYSE-180,ESCA,aero_digestive_tract,oesophagus,9.370362,0.890617
ESS-1,UNCLASSIFIED,urogenital_system,endometrium,9.380926,0.888472
Hs-578-T,BRCA,breast,breast,9.395420,0.849483
MFE-319,UCEC,urogenital_system,endometrium,9.400589,0.864872
LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,9.456015,0.895166
NCI-H2803,MESO,lung,mesothelioma,9.491697,0.856825
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,9.502538,0.882883
RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,9.517061,0.874964
JIMT-1,BRCA,breast,breast,9.532860,0.874744
CPC-N,SCLC,lung,lung_small_cell_carcinoma,9.542312,0.883942
SK-CO-1,COREAD,digestive_system,large_intestine,9.565220,0.857717
HSC-2,HNSC,aero_digestive_tract,head_and_neck,9.643481,0.881772
HCT-116,COREAD,digestive_system,large_intestine,9.665802,0.878746
MZ2-MEL,SKCM,skin,melanoma,9.668921,0.866670
HuCCT1,UNCLASSIFIED,digestive_system,biliary_tract,9.680487,0.832877
SK-MEL-3,SKCM,skin,melanoma,9.685489,0.864115
KON,HNSC,aero_digestive_tract,head_and_neck,9.762148,0.887609
FADU,HNSC,aero_digestive_tract,head_and_neck,9.811991,0.874662
SK-HEP-1,LIHC,digestive_system,liver,9.815336,0.872013
Detroit562,HNSC,aero_digestive_tract,head_and_neck,9.843027,0.875904
YKG-1,GBM,nervous_system,glioma,9.858630,0.860350
TK,DLBC,blood,B_cell_lymphoma,9.879716,0.917005
HCC1187,BRCA,breast,breast,9.911584,0.883965
BE2-M17,NB,nervous_system,neuroblastoma,9.925485,0.867807
LB996-RCC,KIRC,kidney,kidney,9.932239,0.842457
769-P,KIRC,kidney,kidney,9.968484,0.858044
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,10.014667,0.865182
PCI-6A,HNSC,aero_digestive_tract,head_and_neck,10.049027,0.877360
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,10.070690,0.845996
OAW-28,OV,urogenital_system,ovary,10.115052,0.862935
SW1783,LGG,nervous_system,glioma,10.115660,0.863905
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,10.154630,0.864936
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,10.189673,0.883356
TE-6,ESCA,aero_digestive_tract,oesophagus,10.196175,0.843308
CP66-MEL,SKCM,skin,melanoma,10.199498,0.844075
MFE-296,UCEC,urogenital_system,endometrium,10.240168,0.879955
COLO-783,SKCM,skin,melanoma,10.251605,0.866207
OE19,ESCA,aero_digestive_tract,oesophagus,10.304081,0.847205
UWB1.289,OV,urogenital_system,ovary,10.311310,0.849078
T-T,ESCA,aero_digestive_tract,oesophagus,10.322687,0.883870
KATOIII,STAD,digestive_system,stomach,10.331066,0.813025
A2058,SKCM,skin,melanoma,10.355272,0.895881
KYSE-450,ESCA,aero_digestive_tract,oesophagus,10.377118,0.857413
MDA-MB-361,BRCA,breast,breast,10.380321,0.883725
OVCAR-3,OV,urogenital_system,ovary,10.381654,0.874728
IGR-1,SKCM,skin,melanoma,10.396419,0.885334
Daoy,MB,nervous_system,medulloblastoma,10.432078,0.887621
KP-1N,PAAD,pancreas,pancreas,10.442338,0.862917
FU97,STAD,digestive_system,stomach,10.494986,0.837788
CAL-62,THCA,thyroid,thyroid,10.533234,0.871412
KYSE-270,ESCA,aero_digestive_tract,oesophagus,10.560604,0.877512
AGS,STAD,digestive_system,stomach,10.565946,0.880120
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,10.570556,0.890945
NB69,NB,nervous_system,neuroblastoma,10.633979,0.868627
ML-1,THCA,thyroid,thyroid,10.634173,0.820943
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,10.638913,0.884412
BHT-101,THCA,thyroid,thyroid,10.641940,0.874042
NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,10.662795,0.840148
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,10.706418,0.874200
MIA-PaCa-2,PAAD,pancreas,pancreas,10.733419,0.875415
NCC021,KIRC,kidney,kidney,10.741345,0.849439
A549,LUAD,lung,lung_NSCLC_adenocarcinoma,10.793246,0.855526
23132-87,STAD,digestive_system,stomach,10.825855,0.877108
KARPAS-1106P,DLBC,blood,B_cell_lymphoma,10.850114,0.911694
IPC-298,SKCM,skin,melanoma,10.850878,0.875097
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,10.851279,0.858370
KYSE-220,ESCA,aero_digestive_tract,oesophagus,10.854050,0.869773
COR-L311,SCLC,lung,lung_small_cell_carcinoma,10.901804,0.898511
HCC1954,BRCA,breast,breast,10.952448,0.890493
IST-MES1,MESO,lung,mesothelioma,10.966994,0.848729
RCC-JF,KIRC,kidney,kidney,10.979274,0.875153
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,10.988047,0.859299
HCT-15,COREAD,digestive_system,large_intestine,11.007791,0.877666
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,11.031396,0.895658
NCI-H292,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,11.046056,0.866422
CHSA0011,UNCLASSIFIED,bone,chondrosarcoma,11.162331,0.842085
LB373-MEL-D,SKCM,skin,melanoma,11.207397,0.885943
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,11.218220,0.881468
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,11.290035,0.858654
LB2518-MEL,SKCM,skin,melanoma,11.310232,0.879842
B-CPAP,THCA,thyroid,thyroid,11.373852,0.861093
RPMI-7951,SKCM,skin,melanoma,11.391307,0.892752
COLO-668,SCLC,lung,lung_small_cell_carcinoma,11.409194,0.881234
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,11.410535,0.881379
T84,COREAD,digestive_system,large_intestine,11.412916,0.875241
SH-4,SKCM,skin,melanoma,11.420789,0.859596
SW1990,PAAD,pancreas,pancreas,11.428175,0.860230
TE-10,ESCA,aero_digestive_tract,oesophagus,11.479444,0.891102
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,11.482408,0.871655
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,11.504799,0.860076
ASH-3,THCA,thyroid,thyroid,11.506131,0.882094
ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,11.511017,0.870359
MEL-HO,SKCM,skin,melanoma,11.548996,0.878747
JHU-029,HNSC,aero_digestive_tract,head_and_neck,11.576521,0.880974
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,11.629783,0.887434
CAL-12T,UNCLASSIFIED,lung,lung_NSCLC_not_specified,11.632167,0.876924
REH,UNCLASSIFIED,blood,B_cell_leukemia,11.643169,0.921278
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,11.655025,0.877556
HA7-RCC,KIRC,kidney,kidney,11.655594,0.866573
D-542MG,GBM,nervous_system,glioma,11.659948,0.847399
FTC-133,THCA,thyroid,thyroid,11.721966,0.873294
COLO-684,UCEC,urogenital_system,endometrium,11.725690,0.860140
HCC1395,BRCA,breast,breast,11.756853,0.869091
NB7,NB,nervous_system,neuroblastoma,11.790520,0.875047
CAL-39,CESC,urogenital_system,cervix,11.875918,0.881256
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,11.921438,0.876083
JHU-011,HNSC,aero_digestive_tract,head_and_neck,11.944079,0.889673
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,12.011356,0.893014
HOS,UNCLASSIFIED,bone,osteosarcoma,12.038138,0.903668
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,12.050587,0.886292
MDA-MB-415,BRCA,breast,breast,12.145591,0.902677
Hey,OV,urogenital_system,ovary,12.163371,0.849837
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,12.177816,0.840056
NCI-H508,COREAD,digestive_system,large_intestine,12.178171,0.869261
Hs-746T,STAD,digestive_system,stomach,12.183712,0.844503
SW1463,COREAD,digestive_system,large_intestine,12.223269,0.870696
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,12.268855,0.857714
OACM5-1,ESCA,aero_digestive_tract,oesophagus,12.270136,0.862626
OPM-2,MM,blood,myeloma,12.276559,0.929022
HH,UNCLASSIFIED,blood,T_cell_leukemia,12.322323,0.879457
LOXIMVI,SKCM,skin,melanoma,12.439113,0.889088
SK-N-FI,NB,nervous_system,neuroblastoma,12.453927,0.878438
HCC1569,BRCA,breast,breast,12.465086,0.882101
KOSC-2,HNSC,aero_digestive_tract,head_and_neck,12.482585,0.900507
SNU-C5,COREAD,digestive_system,large_intestine,12.492001,0.859067
SJSA-1,UNCLASSIFIED,bone,bone_other,12.492558,0.865583
NCI-H2731,MESO,lung,mesothelioma,12.507406,0.859891
451Lu,SKCM,skin,melanoma,12.508593,0.885350
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,12.515441,0.899692
SNU-81,COREAD,digestive_system,large_intestine,12.602798,0.908898
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,12.628118,0.877078
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,12.630028,0.875294
UM-UC-3,BLCA,urogenital_system,bladder,12.632948,0.884174
CAL-72,UNCLASSIFIED,bone,osteosarcoma,12.683941,0.869049
SBC-3,SCLC,lung,lung_small_cell_carcinoma,12.690090,0.886155
HO-1-N-1,HNSC,aero_digestive_tract,head_and_neck,12.719391,0.900631
NCI-H740,-,lung,lung_other,12.743418,0.861865
U-118-MG,GBM,nervous_system,glioma,12.747583,0.848577
BICR10,HNSC,aero_digestive_tract,head_and_neck,12.778983,0.861993
C3A,LIHC,digestive_system,liver,12.815759,0.831199
IM-95,STAD,digestive_system,stomach,12.826325,0.884897
HLE,LIHC,digestive_system,liver,12.840232,0.887477
JHH-1,LIHC,digestive_system,liver,12.853028,0.868658
KMRC-20,KIRC,kidney,kidney,12.858555,0.871393
Hs-683,LGG,nervous_system,glioma,12.889584,0.895960
HCC-33,SCLC,lung,lung_small_cell_carcinoma,12.925085,0.904159
M14,SKCM,skin,melanoma,12.929455,0.882575
EW-16,UNCLASSIFIED,bone,ewings_sarcoma,12.931888,0.877239
RF-48,STAD,digestive_system,stomach,12.979052,0.894262
SW156,KIRC,kidney,kidney,13.013868,0.867739
PSN1,PAAD,pancreas,pancreas,13.029942,0.864795
TMK-1,STAD,digestive_system,stomach,13.041622,0.885327
TE-11,ESCA,aero_digestive_tract,oesophagus,13.050766,0.909019
ME-180,CESC,urogenital_system,cervix,13.135481,0.881577
HTC-C3,THCA,thyroid,thyroid,13.183449,0.869699
A431,UNCLASSIFIED,skin,skin_other,13.200922,0.879328
RCC-ER,KIRC,kidney,kidney,13.210413,0.892017
A101D,SKCM,skin,melanoma,13.262119,0.870471
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,13.268305,0.864751
NCI-H2110,UNCLASSIFIED,lung,lung_NSCLC_not_specified,13.327816,0.902475
OVISE,OV,urogenital_system,ovary,13.337496,0.867529
HuP-T4,PAAD,pancreas,pancreas,13.398369,0.883473
SNU-5,STAD,digestive_system,stomach,13.430955,0.901322
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,13.492002,0.902280
SK-GT-2,STAD,digestive_system,stomach,13.507956,0.890106
PWR-1E,PRAD,urogenital_system,prostate,13.651094,0.902513
OVCAR-4,OV,urogenital_system,ovary,13.693669,0.876634
U251,GBM,nervous_system,glioma,13.723463,0.878235
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,13.755219,0.876579
OVCA433,OV,urogenital_system,ovary,13.760561,0.863184
SKN-3,HNSC,aero_digestive_tract,head_and_neck,13.892958,0.885173
DSH1,BLCA,urogenital_system,bladder,13.909581,0.876522
WM793B,SKCM,skin,melanoma,13.932429,0.882255
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,13.933607,0.895760
HT55,COREAD,digestive_system,large_intestine,13.978770,0.869730
MDA-MB-157,BRCA,breast,breast,13.979589,0.892363
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,14.061378,0.910152
COR-L32,SCLC,lung,lung_small_cell_carcinoma,14.127836,0.901765
SK-MEL-31,SKCM,skin,melanoma,14.163688,0.866124
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,14.193098,0.879663
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,14.220104,0.901647
HT-29,COREAD,digestive_system,large_intestine,14.234253,0.873319
SNG-M,UCEC,urogenital_system,endometrium,14.290730,0.906987
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,14.302966,0.908619
HT-3,CESC,urogenital_system,cervix,14.306590,0.904705
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,14.315996,0.879746
NCI-H660,OTHER,urogenital_system,prostate,14.387067,0.931484
HARA,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,14.428806,0.891186
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,14.496842,0.881339
EFM-19,BRCA,breast,breast,14.515632,0.875943
SiHa,CESC,urogenital_system,cervix,14.518991,0.891683
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,14.526112,0.893555
NCI-H647,UNCLASSIFIED,lung,lung_NSCLC_not_specified,14.573344,0.878632
RCC-FG2,KIRC,kidney,kidney,14.600306,0.885331
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,14.622363,0.881963
HCC1599,BRCA,breast,breast,14.652711,0.869492
HCE-4,ESCA,aero_digestive_tract,oesophagus,14.667788,0.916933
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,14.740169,0.901337
SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,14.760045,0.914287
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,14.780133,0.888275
GB-1,GBM,nervous_system,glioma,14.806773,0.855561
TE-5,ESCA,aero_digestive_tract,oesophagus,14.869160,0.879290
ACHN,KIRC,kidney,kidney,14.877576,0.859695
RCC-MF,KIRC,kidney,kidney,15.095090,0.900576
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,15.101786,0.878541
HT-115,COREAD,digestive_system,large_intestine,15.123665,0.909328
D-245MG,GBM,nervous_system,glioma,15.131291,0.864584
MDA-MB-436,BRCA,breast,breast,15.145109,0.874453
MS751,CESC,urogenital_system,cervix,15.146663,0.919152
BICR22,HNSC,aero_digestive_tract,head_and_neck,15.198087,0.908464
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,15.226004,0.903663
EPLC-272H,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,15.241023,0.882926
SW620,COREAD,digestive_system,large_intestine,15.243908,0.864335
CL-11,COREAD,digestive_system,large_intestine,15.333222,0.834828
KGN,UNCLASSIFIED,urogenital_system,ovary,15.398815,0.883002
MOG-G-UVW,LGG,nervous_system,glioma,15.404841,0.910469
GI-1,LGG,nervous_system,glioma,15.415967,0.920627
SK-MEL-28,SKCM,skin,melanoma,15.433053,0.880105
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,15.490557,0.900250
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,15.664891,0.884321
NCI-H2227,SCLC,lung,lung_small_cell_carcinoma,15.683340,0.865830
LB1047-RCC,KIRC,kidney,kidney,15.798354,0.871837
DiFi,COREAD,digestive_system,large_intestine,15.822157,0.890361
GCIY,STAD,digestive_system,stomach,15.827813,0.857359
YMB-1-E,BRCA,breast,breast,15.970054,0.888245
HCC1806,UNCLASSIFIED,breast,breast,15.971806,0.924417
NUGC-3,STAD,digestive_system,stomach,16.016357,0.879109
SK-MM-2,MM,blood,myeloma,16.052916,0.896754
JHOS-2,OV,urogenital_system,ovary,16.060125,0.886222
KP-2,PAAD,pancreas,pancreas,16.121949,0.873651
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,16.305548,0.902631
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,16.343005,0.879420
SCC-9,HNSC,aero_digestive_tract,head_and_neck,16.391786,0.890417
IGROV-1,OV,urogenital_system,ovary,16.411494,0.871506
JHH-7,LIHC,digestive_system,liver,16.458329,0.870258
ES6,UNCLASSIFIED,bone,ewings_sarcoma,16.503387,0.863882
huH-1,LIHC,digestive_system,liver,16.562910,0.871181
SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,16.654382,0.917744
OSC-19,HNSC,aero_digestive_tract,head_and_neck,16.718523,0.906187
H4,LGG,nervous_system,glioma,16.763753,0.919664
COLO-679,SKCM,skin,melanoma,16.782167,0.878839
COLO-824,BRCA,breast,breast,16.803442,0.899332
BHY,HNSC,aero_digestive_tract,head_and_neck,16.874995,0.890959
ESO51,ESCA,aero_digestive_tract,oesophagus,16.982767,0.886173
786-0,KIRC,kidney,kidney,16.993860,0.897010
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,17.044226,0.857054
PCI-4B,HNSC,aero_digestive_tract,head_and_neck,17.063785,0.905143
HCC-15,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,17.125967,0.894453
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,17.129414,0.892704
SF268,GBM,nervous_system,glioma,17.138760,0.887248
OC-314,OV,urogenital_system,ovary,17.179445,0.922986
MEL-JUSO,SKCM,skin,melanoma,17.205706,0.903437
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,17.212330,0.877971
TGBC11TKB,STAD,digestive_system,stomach,17.261488,0.897088
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,17.412319,0.873657
KYAE-1,ESCA,aero_digestive_tract,oesophagus,17.546908,0.923906
5637,BLCA,urogenital_system,bladder,17.672136,0.895523
K5,THCA,thyroid,thyroid,17.736891,0.895113
TE-12,ESCA,aero_digestive_tract,oesophagus,17.843553,0.867169
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,17.878002,0.917369
OACp4C,ESCA,aero_digestive_tract,oesophagus,17.929661,0.904693
BT-549,BRCA,breast,breast,17.945533,0.871828
RERF-GC-1B,STAD,digestive_system,stomach,17.968798,0.903208
TE-9,ESCA,aero_digestive_tract,oesophagus,18.002423,0.913663
SISO,CESC,urogenital_system,cervix,18.101988,0.907431
647-V,BLCA,urogenital_system,bladder,18.103921,0.921002
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,18.228623,0.870297
LoVo,COREAD,digestive_system,large_intestine,18.333950,0.876243
KYSE-510,ESCA,aero_digestive_tract,oesophagus,18.347850,0.932713
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,18.448473,0.896909
SCC-15,HNSC,aero_digestive_tract,head_and_neck,18.494281,0.892543
OMC-1,CESC,urogenital_system,cervix,18.632545,0.897068
HEC-1,UCEC,urogenital_system,endometrium,18.651780,0.897766
NCI-H2135,UNCLASSIFIED,lung,lung_NSCLC_not_specified,18.700144,0.837069
T24,BLCA,urogenital_system,bladder,18.749101,0.901586
VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,18.767970,0.878905
no-10,LGG,nervous_system,glioma,18.816318,0.898457
CAPAN-1,PAAD,pancreas,pancreas,18.830445,0.889420
NY,UNCLASSIFIED,bone,osteosarcoma,18.921178,0.905061
EFM-192A,BRCA,breast,breast,18.928578,0.900600
DK-MG,GBM,nervous_system,glioma,18.929281,0.875684
C2BBe1,COREAD,digestive_system,large_intestine,18.943234,0.851250
RCC-JW,KIRC,kidney,kidney,19.078551,0.889553
RVH-421,SKCM,skin,melanoma,19.118957,0.909009
SCH,UNCLASSIFIED,digestive_system,stomach,19.229009,0.909506
DMS-79,SCLC,lung,lung_small_cell_carcinoma,19.250447,0.929167
IGR-37,SKCM,skin,melanoma,19.284311,0.919785
HDQ-P1,BRCA,breast,breast,19.323375,0.898063
HCC1428,BRCA,breast,breast,19.356446,0.860180
SUP-T1,ALL,blood,lymphoblastic_T_cell_leukaemia,19.406456,0.908741
UACC-257,SKCM,skin,melanoma,19.463482,0.880983
KYSE-410,ESCA,aero_digestive_tract,oesophagus,19.563178,0.855167
SF539,LGG,nervous_system,glioma,19.575011,0.929907
NCI-H2804,MESO,lung,mesothelioma,19.639353,0.872329
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,19.685967,0.913932
VMRC-RCW,KIRC,kidney,kidney,19.717778,0.859314
PL4,PAAD,pancreas,pancreas,19.922025,0.892497
QGP-1,UNCLASSIFIED,pancreas,pancreas,19.998604,0.867885
NCI-H2869,MESO,lung,mesothelioma,20.052728,0.886374
KNS-42,LGG,nervous_system,glioma,20.105403,0.885066
T98G,GBM,nervous_system,glioma,20.128390,0.915662
BPH-1,UNCLASSIFIED,urogenital_system,prostate,20.325499,0.887027
SW780,BLCA,urogenital_system,bladder,20.386722,0.897578
NCI-H2009,LUAD,lung,lung_NSCLC_adenocarcinoma,20.394256,0.898849
MDA-MB-330,BRCA,breast,breast,20.489397,0.885485
PANC-03-27,PAAD,pancreas,pancreas,20.549512,0.901713
BxPC-3,PAAD,pancreas,pancreas,20.610923,0.894522
NCI-H2030,LUAD,lung,lung_NSCLC_adenocarcinoma,20.675435,0.884564
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,20.788314,0.921462
HCC70,BRCA,breast,breast,20.794541,0.927149
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,20.843728,0.902852
LU-99A,UNCLASSIFIED,lung,lung_NSCLC_large_cell,20.897841,0.852180
NCI-H290,MESO,lung,mesothelioma,21.158880,0.918117
NCI-H2170,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,21.165513,0.913525
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,21.203601,0.894554
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,21.236846,0.901966
SW756,CESC,urogenital_system,cervix,21.378212,0.876476
SU8686,PAAD,pancreas,pancreas,21.409713,0.874521
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,21.537984,0.898889
JHH-2,LIHC,digestive_system,liver,21.693983,0.897759
AU565,BRCA,breast,breast,21.746394,0.927630
SCC-4,HNSC,aero_digestive_tract,head_and_neck,21.792257,0.904729
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,21.849933,0.897013
no-11,LGG,nervous_system,glioma,21.955541,0.882803
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,22.014083,0.891654
KNS-62,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,22.328931,0.913053
D-263MG,GBM,nervous_system,glioma,22.591701,0.909072
CAL-85-1,BRCA,breast,breast,22.646685,0.913991
GI-ME-N,NB,nervous_system,neuroblastoma,22.941218,0.883564
OAW-42,OV,urogenital_system,ovary,22.959122,0.899096
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,23.057884,0.890508
NCC010,KIRC,kidney,kidney,23.115828,0.935050
HOP-62,LUAD,lung,lung_NSCLC_adenocarcinoma,23.209796,0.885214
NCI-H747,COREAD,digestive_system,large_intestine,23.224090,0.865115
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,23.284228,0.909886
CAL-29,BLCA,urogenital_system,bladder,23.482112,0.928025
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,23.558589,0.859168
MKN28,STAD,digestive_system,stomach,23.694770,0.895243
RCC-AB,KIRC,kidney,kidney,23.726829,0.888933
CaR-1,COREAD,digestive_system,large_intestine,23.729574,0.916432
SKN,UNCLASSIFIED,urogenital_system,uterus,23.789344,0.892686
Mewo,SKCM,skin,melanoma,23.792980,0.899981
Hs-766T,PAAD,pancreas,pancreas,23.863072,0.842909
OV-90,OV,urogenital_system,ovary,23.869114,0.866507
KP-N-YN,NB,nervous_system,neuroblastoma,23.888025,0.891847
MMAc-SF,SKCM,skin,melanoma,24.044906,0.911369
MG-63,UNCLASSIFIED,bone,osteosarcoma,24.080028,0.911904
MPP-89,MESO,lung,mesothelioma,24.153678,0.912007
CAL-120,BRCA,breast,breast,24.229451,0.846039
SNB75,GBM,nervous_system,glioma,24.294293,0.896413
DMS-114,SCLC,lung,lung_small_cell_carcinoma,24.560947,0.920556
MKN45,STAD,digestive_system,stomach,25.061977,0.891750
CS1,UNCLASSIFIED,bone,bone_other,25.075185,0.894644
EN,UCEC,urogenital_system,endometrium,25.110657,0.901129
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,25.131397,0.905190
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,25.266488,0.901074
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,25.470567,0.904487
EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,25.496380,0.900815
CGTH-W-1,THCA,thyroid,thyroid,25.525143,0.914782
GAMG,LGG,nervous_system,glioma,25.564337,0.915531
SK-N-AS,NB,nervous_system,neuroblastoma,25.765870,0.904236
HuP-T3,PAAD,pancreas,pancreas,26.285937,0.875763
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,26.291524,0.912369
HT-1197,BLCA,urogenital_system,bladder,26.419322,0.901975
U-87-MG,GBM,nervous_system,glioma,26.463553,0.910722
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,26.643724,0.919834
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,26.895360,0.933488
Becker,GBM,nervous_system,glioma,27.266678,0.916804
PC-3,PRAD,urogenital_system,prostate,27.279636,0.888975
YAPC,PAAD,pancreas,pancreas,27.323786,0.871017
SW1710,BLCA,urogenital_system,bladder,27.510945,0.906864
YH-13,GBM,nervous_system,glioma,27.825436,0.916113
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,28.142841,0.897921
UACC-62,SKCM,skin,melanoma,28.191134,0.922397
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,28.287817,0.906968
VMRC-MELG,SKCM,skin,melanoma,28.390896,0.902913
C32,SKCM,skin,melanoma,28.465523,0.922230
JHH-4,LIHC,digestive_system,liver,28.540522,0.905208
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,28.563716,0.879380
PCI-30,HNSC,aero_digestive_tract,head_and_neck,28.570743,0.894959
EFO-27,UNCLASSIFIED,urogenital_system,ovary,28.706343,0.899915
A498,KIRC,kidney,kidney,28.778498,0.902895
CFPAC-1,PAAD,pancreas,pancreas,28.894429,0.893868
TOV-21G,OV,urogenital_system,ovary,28.905860,0.903669
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,29.002489,0.913027
SNU-283,-,-,-,29.192173,0.935075
RT-112,BLCA,urogenital_system,bladder,29.196412,0.932419
U-266,MM,blood,myeloma,29.259246,0.921659
Saos-2,UNCLASSIFIED,bone,osteosarcoma,29.283718,0.928713
COLO-800,SKCM,skin,melanoma,29.630929,0.930535
NCI-H2452,MESO,lung,mesothelioma,30.139308,0.890124
Hs-940-T,SKCM,skin,melanoma,30.385219,0.912364
OVTOKO,OV,urogenital_system,ovary,30.587402,0.901109
OE21,ESCA,aero_digestive_tract,oesophagus,30.663491,0.917444
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,30.737232,0.894189
OVCA420,OV,urogenital_system,ovary,30.883401,0.903803
WM278,SKCM,skin,melanoma,31.035942,0.894193
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,31.041497,0.929053
8505C,THCA,thyroid,thyroid,31.668793,0.907613
KNS-81-FD,LGG,nervous_system,glioma,31.865014,0.908949
ONS-76,MB,nervous_system,medulloblastoma,32.074040,0.920781
