"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
AU565,BRCA,breast,breast,82.760802,0.973531
NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,82.812544,0.989267
TC-YIK,UNCLASSIFIED,urogenital_system,cervix,83.336835,0.978851
G-361,SKCM,skin,melanoma,83.666390,0.966702
SHP-77,SCLC,lung,lung_small_cell_carcinoma,83.985121,0.981015
SK-MEL-2,SKCM,skin,melanoma,84.013809,0.977780
DOK,HNSC,aero_digestive_tract,head_and_neck,84.484621,0.954069
NCI-H226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,84.605466,0.900622
LB2241-RCC,KIRC,kidney,kidney,84.677927,0.952415
HuO9,UNCLASSIFIED,bone,osteosarcoma,85.969633,0.976221
EW-16,UNCLASSIFIED,bone,ewings_sarcoma,86.284262,0.961256
NCC021,KIRC,kidney,kidney,86.702286,0.948904
JHU-029,HNSC,aero_digestive_tract,head_and_neck,86.719460,0.967661
MDA-MB-415,BRCA,breast,breast,87.102158,0.979332
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,87.743160,0.983091
SBC-5,SCLC,lung,lung_small_cell_carcinoma,88.192640,0.982200
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,89.184301,0.978318
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,90.401780,0.970321
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,90.526692,0.975426
EJM,MM,blood,lymphoid_neoplasm_other,91.631831,0.987022
HCC2157,BRCA,breast,breast,92.399437,0.985870
HCC1569,BRCA,breast,breast,92.542845,0.966528
M14,SKCM,skin,melanoma,92.909906,0.966554
SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,93.977850,0.991190
KNS-42,LGG,nervous_system,glioma,94.286308,0.948701
HCC1187,BRCA,breast,breast,94.329452,0.978194
NCCIT,-,urogenital_system,testis,94.384645,0.975098
KP-4,PAAD,pancreas,pancreas,94.717153,0.982047
JHU-011,HNSC,aero_digestive_tract,head_and_neck,95.355045,0.973781
HGC-27,STAD,digestive_system,stomach,95.608077,0.982788
KYSE-270,ESCA,aero_digestive_tract,oesophagus,95.649617,0.972473
ES1,UNCLASSIFIED,bone,ewings_sarcoma,96.711916,0.981193
HCE-4,ESCA,aero_digestive_tract,oesophagus,97.151293,0.981980
COLO-800,SKCM,skin,melanoma,97.283541,0.968567
NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,97.300090,0.981503
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,98.118842,0.972837
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,98.647121,0.963083
MOLM-16,LAML,blood,acute_myeloid_leukaemia,98.859195,0.990037
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,99.746010,0.970356
DMS-114,SCLC,lung,lung_small_cell_carcinoma,99.815070,0.969197
ESS-1,UNCLASSIFIED,urogenital_system,endometrium,100.206446,0.983683
GI-1,LGG,nervous_system,glioma,100.543210,0.983431
NOS-1,UNCLASSIFIED,bone,osteosarcoma,100.631602,0.979080
T98G,GBM,nervous_system,glioma,100.728676,0.972658
ONS-76,MB,nervous_system,medulloblastoma,101.153209,0.961049
ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,101.262538,0.992988
CAL-33,HNSC,aero_digestive_tract,head_and_neck,101.898546,0.973878
RPMI-8226,MM,blood,myeloma,102.560948,0.991015
PE-CA-PJ15,HNSC,aero_digestive_tract,head_and_neck,103.034396,0.968029
TE-11,ESCA,aero_digestive_tract,oesophagus,103.242476,0.982550
SCC-25,HNSC,aero_digestive_tract,head_and_neck,103.920506,0.977731
KON,HNSC,aero_digestive_tract,head_and_neck,104.306197,0.981903
MFE-296,UCEC,urogenital_system,endometrium,104.505796,0.976780
JHOS-2,OV,urogenital_system,ovary,104.669519,0.961707
KNS-62,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,104.945838,0.968472
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,105.474792,0.983975
Caov-3,OV,urogenital_system,ovary,106.258217,0.963628
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,106.497238,0.978338
KP-N-YS,NB,nervous_system,neuroblastoma,106.498595,0.985232
C32,SKCM,skin,melanoma,106.504338,0.967056
JHH-2,LIHC,digestive_system,liver,106.984799,0.959653
HO-1-N-1,HNSC,aero_digestive_tract,head_and_neck,107.144337,0.980330
C-4-I,CESC,urogenital_system,cervix,107.265670,0.982110
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,108.006341,0.987563
UACC-257,SKCM,skin,melanoma,108.437632,0.952288
PWR-1E,PRAD,urogenital_system,prostate,108.901152,0.979249
OV-7,OV,urogenital_system,ovary,109.113271,0.971975
SW13,ACC,kidney,adrenal_gland,109.177825,0.979921
KMS-11,MM,blood,myeloma,109.351003,0.983711
NCI-H82,SCLC,lung,lung_small_cell_carcinoma,110.249444,0.987197
ChaGo-K-1,UNCLASSIFIED,lung,lung_NSCLC_not_specified,110.387409,0.976971
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,110.941150,0.993208
KARPAS-422,DLBC,blood,B_cell_lymphoma,111.215449,0.977114
T-T,ESCA,aero_digestive_tract,oesophagus,111.814412,0.979692
TK,DLBC,blood,B_cell_lymphoma,112.115238,0.994160
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,112.584918,0.976130
COR-L32,SCLC,lung,lung_small_cell_carcinoma,112.837516,0.978327
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,113.199061,0.965284
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,113.307937,0.982191
ES5,UNCLASSIFIED,bone,ewings_sarcoma,114.047063,0.980545
Hs-578-T,BRCA,breast,breast,114.138753,0.963684
SBC-1,SCLC,lung,lung_small_cell_carcinoma,114.788041,0.970582
L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,115.199850,0.990683
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,115.388814,0.979390
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,115.448172,0.974128
SNB75,GBM,nervous_system,glioma,116.526553,0.955273
8-MG-BA,GBM,nervous_system,glioma,116.542171,0.984234
SF539,LGG,nervous_system,glioma,116.582986,0.983742
JHOS-3,OV,urogenital_system,ovary,116.882098,0.948268
D-423MG,GBM,nervous_system,glioma,116.984368,0.977685
ME-1,LAML,blood,acute_myeloid_leukaemia,118.235962,0.985679
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,118.669551,0.979998
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,119.909473,0.976561
NCI-H526,SCLC,lung,lung_small_cell_carcinoma,120.828375,0.989611
HOS,UNCLASSIFIED,bone,osteosarcoma,121.681210,0.985293
SNU-16,STAD,digestive_system,stomach,122.959830,0.991868
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,123.179274,0.960145
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,123.235776,0.973336
SK-MEL-3,SKCM,skin,melanoma,123.686254,0.972408
639-V,BLCA,urogenital_system,bladder,123.869820,0.981062
MDA-MB-468,BRCA,breast,breast,123.995818,0.971785
HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,124.691993,0.958905
EVSA-T,BRCA,breast,breast,125.048050,0.989443
KMOE-2,LAML,blood,acute_myeloid_leukaemia,125.190268,0.990300
Saos-2,UNCLASSIFIED,bone,osteosarcoma,125.549728,0.973711
CAMA-1,BRCA,breast,breast,125.626921,0.980324
FADU,HNSC,aero_digestive_tract,head_and_neck,125.876885,0.978752
SNU-5,STAD,digestive_system,stomach,125.887849,0.981428
HLE,LIHC,digestive_system,liver,126.238497,0.975834
SNU-283,-,-,-,126.546445,0.977049
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,128.772231,0.976409
OAW-42,OV,urogenital_system,ovary,129.052883,0.962855
HCC1419,BRCA,breast,breast,129.673388,0.982652
NCI-H1648,LUAD,lung,lung_NSCLC_adenocarcinoma,130.163426,0.968503
HCC1395,BRCA,breast,breast,130.949621,0.969095
TOV-112D,OV,urogenital_system,ovary,130.970482,0.984183
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,131.126889,0.986694
KYSE-50,ESCA,aero_digestive_tract,oesophagus,131.802496,0.981013
HO-1-u-1,HNSC,aero_digestive_tract,head_and_neck,132.105824,0.974017
HCC1806,UNCLASSIFIED,breast,breast,132.210822,0.987622
ECC10,UNCLASSIFIED,digestive_system,stomach,132.690333,0.988137
NB7,NB,nervous_system,neuroblastoma,133.711833,0.973101
COR-L321,UNCLASSIFIED,lung,lung_other,133.941541,0.986771
NY,UNCLASSIFIED,bone,osteosarcoma,134.234767,0.973785
HSC-4,HNSC,aero_digestive_tract,head_and_neck,134.782507,0.978751
NB13,NB,nervous_system,neuroblastoma,134.796009,0.986015
RVH-421,SKCM,skin,melanoma,135.276342,0.975062
OV-56,OV,urogenital_system,ovary,135.795913,0.967780
SNU-1040,COREAD,digestive_system,large_intestine,136.019295,0.970071
KYSE-180,ESCA,aero_digestive_tract,oesophagus,136.332116,0.988469
RCC-ER,KIRC,kidney,kidney,136.359840,0.977867
T24,BLCA,urogenital_system,bladder,136.419564,0.971506
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,137.236874,0.963791
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,137.783094,0.977358
NCC010,KIRC,kidney,kidney,138.123144,0.984078
NCI-H660,OTHER,urogenital_system,prostate,138.535646,0.992570
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,138.591503,0.982503
IGR-1,SKCM,skin,melanoma,139.517740,0.983416
SAS,HNSC,aero_digestive_tract,head_and_neck,139.565640,0.974540
OC-314,OV,urogenital_system,ovary,140.369579,0.986130
MDA-MB-157,BRCA,breast,breast,140.853904,0.977204
MSTO-211H,MESO,lung,mesothelioma,141.059134,0.974566
786-0,KIRC,kidney,kidney,141.108766,0.973560
LB831-BLC,BLCA,urogenital_system,bladder,141.219059,0.973928
SNU-398,LIHC,digestive_system,liver,141.363742,0.972641
FTC-133,THCA,thyroid,thyroid,142.224820,0.973454
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,142.578890,0.992951
RL,DLBC,blood,B_cell_lymphoma,142.857972,0.986935
LB647-SCLC,SCLC,lung,lung_small_cell_carcinoma,143.053822,0.984878
HSC-3,HNSC,aero_digestive_tract,head_and_neck,144.516476,0.981413
LS-1034,COREAD,digestive_system,large_intestine,144.853144,0.980036
SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,145.018404,0.987080
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,145.054844,0.979113
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,145.121207,0.973678
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,145.134256,0.980732
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,146.137479,0.984790
NCI-H2591,MESO,lung,mesothelioma,146.576595,0.945948
NCI-H2369,MESO,lung,mesothelioma,148.017126,0.976442
PANC-03-27,PAAD,pancreas,pancreas,148.055080,0.970819
HCT-15,COREAD,digestive_system,large_intestine,148.094441,0.978718
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,148.379931,0.990705
SUP-T1,ALL,blood,lymphoblastic_T_cell_leukaemia,148.604947,0.976802
HCC2218,BRCA,breast,breast,148.788065,0.988152
RERF-GC-1B,STAD,digestive_system,stomach,149.505563,0.976215
NCI-H647,UNCLASSIFIED,lung,lung_NSCLC_not_specified,150.645810,0.968561
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,150.709964,0.983659
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,153.049185,0.986464
EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,153.605581,0.972699
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,154.409572,0.980035
ES-2,UNCLASSIFIED,urogenital_system,ovary,155.606053,0.974097
COR-L303,SCLC,lung,lung_small_cell_carcinoma,155.660198,0.988951
COLO-783,SKCM,skin,melanoma,155.840415,0.975455
NCI-H2030,LUAD,lung,lung_NSCLC_adenocarcinoma,155.888711,0.959942
OCUB-M,BRCA,breast,breast,156.708749,0.988080
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,160.493785,0.987673
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,160.736079,0.975336
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,160.742687,0.967474
5637,BLCA,urogenital_system,bladder,161.087305,0.973791
Detroit562,HNSC,aero_digestive_tract,head_and_neck,161.772311,0.982906
SK-MEL-30,SKCM,skin,melanoma,162.015442,0.975263
KYSE-510,ESCA,aero_digestive_tract,oesophagus,162.344689,0.989790
THP-1,LAML,blood,acute_myeloid_leukaemia,163.276166,0.986783
A2058,SKCM,skin,melanoma,164.513536,0.989620
SNU-423,LIHC,digestive_system,liver,164.559159,0.966764
NCI-H1581,UNCLASSIFIED,lung,lung_NSCLC_large_cell,164.830436,0.985618
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,166.232298,0.973312
HCC202,BRCA,breast,breast,166.520842,0.990186
BFTC-905,BLCA,urogenital_system,bladder,167.015324,0.985145
HSC-2,HNSC,aero_digestive_tract,head_and_neck,167.310879,0.986438
Becker,GBM,nervous_system,glioma,167.452908,0.973653
OVCAR-8,OV,urogenital_system,ovary,167.615215,0.989946
ME-180,CESC,urogenital_system,cervix,168.241408,0.976709
BHY,HNSC,aero_digestive_tract,head_and_neck,169.748745,0.972830
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,170.891485,0.984499
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,172.588018,0.975884
GAMG,LGG,nervous_system,glioma,172.760464,0.975221
OVCAR-3,OV,urogenital_system,ovary,172.980311,0.981537
ECC12,UNCLASSIFIED,digestive_system,stomach,173.997291,0.989633
HCC1599,BRCA,breast,breast,174.709320,0.965544
HCC1954,BRCA,breast,breast,174.743193,0.986640
PA-TU-8988T,PAAD,pancreas,pancreas,174.960600,0.980085
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,175.029707,0.978352
OACp4C,ESCA,aero_digestive_tract,oesophagus,175.672975,0.979550
no-11,LGG,nervous_system,glioma,175.958765,0.959219
Ca9-22,HNSC,aero_digestive_tract,head_and_neck,176.086204,0.981592
DMS-273,SCLC,lung,lung_small_cell_carcinoma,176.765802,0.982017
SW1573,LUAD,lung,lung_NSCLC_adenocarcinoma,177.329211,0.949241
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,177.335040,0.983506
MS751,CESC,urogenital_system,cervix,177.859831,0.989884
TE-15,ESCA,aero_digestive_tract,oesophagus,178.191234,0.974109
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,178.685120,0.977278
SW1990,PAAD,pancreas,pancreas,178.746409,0.970907
BHT-101,THCA,thyroid,thyroid,180.511101,0.980996
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,181.000130,0.963545
COLO-824,BRCA,breast,breast,182.240333,0.979101
SKN-3,HNSC,aero_digestive_tract,head_and_neck,182.706378,0.977998
647-V,BLCA,urogenital_system,bladder,183.662497,0.987155
SK-MEL-1,SKCM,skin,melanoma,185.449252,0.969916
LN-18,GBM,nervous_system,glioma,187.018709,0.982617
SCC-4,HNSC,aero_digestive_tract,head_and_neck,187.890429,0.975093
NCI-H716,COREAD,digestive_system,large_intestine,189.004214,0.968819
CAL-27,HNSC,aero_digestive_tract,head_and_neck,191.464517,0.977328
UACC-893,BRCA,breast,breast,191.606651,0.979244
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,192.647994,0.981754
SK-MEL-5,SKCM,skin,melanoma,192.801154,0.975194
DMS-79,SCLC,lung,lung_small_cell_carcinoma,192.989942,0.989177
OE19,ESCA,aero_digestive_tract,oesophagus,193.196983,0.969190
BT-20,BRCA,breast,breast,193.204311,0.991716
NCI-H2081,SCLC,lung,lung_small_cell_carcinoma,194.062173,0.976919
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,194.538110,0.978141
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,194.617077,0.971295
NUGC-4,STAD,digestive_system,stomach,196.269444,0.943886
KP-1N,PAAD,pancreas,pancreas,196.304843,0.977241
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,197.219570,0.972543
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,198.716311,0.985066
COLO-678,COREAD,digestive_system,large_intestine,198.914875,0.914817
MOG-G-CCM,LGG,nervous_system,glioma,199.402199,0.966059
MPP-89,MESO,lung,mesothelioma,204.324559,0.977461
HCC-33,SCLC,lung,lung_small_cell_carcinoma,204.727529,0.988999
LP-1,MM,blood,myeloma,205.696064,0.985222
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,206.031789,0.973284
KYSE-150,ESCA,aero_digestive_tract,oesophagus,207.083030,0.980102
DBTRG-05MG,GBM,nervous_system,glioma,207.453314,0.926968
MG-63,UNCLASSIFIED,bone,osteosarcoma,207.487144,0.977715
COR-L311,SCLC,lung,lung_small_cell_carcinoma,208.004712,0.991320
Hs-940-T,SKCM,skin,melanoma,213.562006,0.971391
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,214.150572,0.987899
HuH-7,LIHC,digestive_system,liver,214.327193,0.974736
SCH,UNCLASSIFIED,digestive_system,stomach,214.862014,0.982168
SNU-81,COREAD,digestive_system,large_intestine,215.892424,0.991582
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,217.238922,0.978066
KYSE-450,ESCA,aero_digestive_tract,oesophagus,217.701056,0.976479
DMS-53,SCLC,lung,lung_small_cell_carcinoma,218.253196,0.982099
LU-139,SCLC,lung,lung_small_cell_carcinoma,218.260400,0.984053
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,219.652794,0.988011
CAPAN-1,PAAD,pancreas,pancreas,219.708210,0.973465
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,220.409070,0.970751
NCI-H446,SCLC,lung,lung_small_cell_carcinoma,220.573306,0.987705
NB6,NB,nervous_system,neuroblastoma,220.860517,0.984062
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,220.955635,0.963758
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,220.974458,0.972974
451Lu,SKCM,skin,melanoma,221.051694,0.983241
D-336MG,LGG,nervous_system,glioma,224.555864,0.980146
KYAE-1,ESCA,aero_digestive_tract,oesophagus,226.331166,0.990755
NCI-H2066,SCLC,lung,lung_small_cell_carcinoma,226.522851,0.950904
IPC-298,SKCM,skin,melanoma,228.714821,0.983375
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,229.705377,0.986936
NCI-H2170,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,229.921073,0.983058
SW872,UNCLASSIFIED,soft_tissue,soft_tissue_other,231.186535,0.974664
VCaP,PRAD,urogenital_system,prostate,231.509774,0.969896
Daoy,MB,nervous_system,medulloblastoma,232.478142,0.989756
OACM5-1,ESCA,aero_digestive_tract,oesophagus,233.637383,0.974370
CS1,UNCLASSIFIED,bone,bone_other,234.090950,0.968975
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,234.351914,0.981990
OSC-19,HNSC,aero_digestive_tract,head_and_neck,237.101209,0.985312
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,237.330589,0.975091
TMK-1,STAD,digestive_system,stomach,237.743653,0.982944
BEN,UNCLASSIFIED,lung,lung_NSCLC_not_specified,238.406150,0.964613
HuP-T4,PAAD,pancreas,pancreas,238.410520,0.981777
BB65-RCC,KIRC,kidney,kidney,239.159229,0.986594
TE-9,ESCA,aero_digestive_tract,oesophagus,239.413370,0.987149
DAN-G,PAAD,pancreas,pancreas,239.460462,0.982473
DiFi,COREAD,digestive_system,large_intestine,239.693425,0.980483
BE2-M17,NB,nervous_system,neuroblastoma,240.304819,0.984044
HCC-15,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,240.953820,0.980285
SISO,CESC,urogenital_system,cervix,241.411481,0.984634
JHH-4,LIHC,digestive_system,liver,241.740453,0.971900
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,242.222693,0.974422
RT-112,BLCA,urogenital_system,bladder,242.478953,0.985213
SF295,GBM,nervous_system,glioma,243.611502,0.979029
NCI-H740,-,lung,lung_other,243.911044,0.972525
TT,THCA,thyroid,thyroid,244.305771,0.932984
NMC-G1,LGG,nervous_system,glioma,244.977498,0.899836
TE-12,ESCA,aero_digestive_tract,oesophagus,246.083925,0.963619
SW1463,COREAD,digestive_system,large_intestine,246.808083,0.979309
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,248.017143,0.979827
42-MG-BA,GBM,nervous_system,glioma,248.818847,0.986038
UWB1.289,OV,urogenital_system,ovary,250.614847,0.973799
COR-L95,SCLC,lung,lung_small_cell_carcinoma,251.269020,0.977259
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,252.223850,0.982917
HT-115,COREAD,digestive_system,large_intestine,252.258858,0.989354
EFM-19,BRCA,breast,breast,253.334660,0.976674
SW1116,COREAD,digestive_system,large_intestine,253.344000,0.976858
NCI-H2452,MESO,lung,mesothelioma,254.720505,0.962076
OMC-1,CESC,urogenital_system,cervix,255.249299,0.979402
ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,255.463394,0.981444
RKN,UNCLASSIFIED,urogenital_system,ovary,256.442065,0.969733
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,256.735667,0.988817
JHH-1,LIHC,digestive_system,liver,257.234918,0.977327
U-CH2,-,-,-,258.430059,0.968714
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,259.344589,0.989837
MDA-MB-361,BRCA,breast,breast,263.566371,0.989535
LB1047-RCC,KIRC,kidney,kidney,263.844073,0.971867
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,263.873461,0.973383
COR-L279,SCLC,lung,lung_small_cell_carcinoma,264.218586,0.993075
HT,DLBC,blood,B_cell_lymphoma,264.363463,0.976225
CAS-1,GBM,nervous_system,glioma,265.878942,0.964450
IGR-37,SKCM,skin,melanoma,266.764160,0.989038
D-542MG,GBM,nervous_system,glioma,267.213080,0.969256
BICR22,HNSC,aero_digestive_tract,head_and_neck,267.782015,0.989768
HEC-1,UCEC,urogenital_system,endometrium,269.041380,0.980998
QGP-1,UNCLASSIFIED,pancreas,pancreas,269.193979,0.961696
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,270.014471,0.971538
OVCA420,OV,urogenital_system,ovary,271.228294,0.970826
EFM-192A,BRCA,breast,breast,272.878879,0.981928
NCI-H2731,MESO,lung,mesothelioma,274.877619,0.974804
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,274.893464,0.974972
KALS-1,LGG,nervous_system,glioma,275.544133,0.975139
PCI-30,HNSC,aero_digestive_tract,head_and_neck,276.221087,0.968176
OVCAR-4,OV,urogenital_system,ovary,277.016946,0.980177
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,278.029450,0.978263
HCC2998,COREAD,digestive_system,large_intestine,279.240911,0.992210
ES6,UNCLASSIFIED,bone,ewings_sarcoma,280.854411,0.967856
B-CPAP,THCA,thyroid,thyroid,283.032666,0.978925
Ca-Ski,CESC,urogenital_system,cervix,283.170122,0.983940
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,283.454905,0.980176
COLO-668,SCLC,lung,lung_small_cell_carcinoma,284.105996,0.987236
8505C,THCA,thyroid,thyroid,285.724830,0.973150
HT-3,CESC,urogenital_system,cervix,287.251224,0.990302
OAW-28,OV,urogenital_system,ovary,287.295584,0.983518
OE21,ESCA,aero_digestive_tract,oesophagus,288.154325,0.979244
MDA-MB-231,BRCA,breast,breast,289.059082,0.987338
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,289.386367,0.979452
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,289.742647,0.979114
HTC-C3,THCA,thyroid,thyroid,291.098568,0.978751
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,292.094317,0.976212
CAL-29,BLCA,urogenital_system,bladder,293.104722,0.989254
MDA-MB-453,BRCA,breast,breast,293.138642,0.985246
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,293.460642,0.980768
HuCCT1,UNCLASSIFIED,digestive_system,biliary_tract,294.963149,0.970837
CHL-1,SKCM,skin,melanoma,295.395469,0.984969
EN,UCEC,urogenital_system,endometrium,295.709699,0.976236
YH-13,GBM,nervous_system,glioma,297.052549,0.981173
SCC-15,HNSC,aero_digestive_tract,head_and_neck,297.620833,0.980116
SK-MEL-28,SKCM,skin,melanoma,299.613069,0.978740
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,300.291098,0.971697
EPLC-272H,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,301.673425,0.981083
SCC-9,HNSC,aero_digestive_tract,head_and_neck,301.992244,0.982450
SK-N-AS,NB,nervous_system,neuroblastoma,303.242020,0.977505
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,303.257198,0.990270
EFO-27,UNCLASSIFIED,urogenital_system,ovary,308.025147,0.971837
SKN,UNCLASSIFIED,urogenital_system,uterus,309.074162,0.973944
ESO51,ESCA,aero_digestive_tract,oesophagus,309.400719,0.979949
NCI-H2029,SCLC,lung,lung_small_cell_carcinoma,315.714052,0.992209
TE-5,ESCA,aero_digestive_tract,oesophagus,317.562826,0.980779
SiHa,CESC,urogenital_system,cervix,317.887527,0.986431
U-266,MM,blood,myeloma,322.650948,0.983596
NCI-N87,STAD,digestive_system,stomach,324.106726,0.960958
8305C,THCA,thyroid,thyroid,325.183571,0.966565
MIA-PaCa-2,PAAD,pancreas,pancreas,326.029405,0.987799
ZR-75-30,BRCA,breast,breast,331.198437,0.961400
SN12C,KIRC,kidney,kidney,331.868333,0.983907
SNU-C5,COREAD,digestive_system,large_intestine,332.548801,0.977172
T84,COREAD,digestive_system,large_intestine,332.820340,0.986576
SNU-C2B,COREAD,digestive_system,large_intestine,334.184111,0.958183
CGTH-W-1,THCA,thyroid,thyroid,335.008590,0.983826
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,335.794632,0.980697
U251,GBM,nervous_system,glioma,335.883976,0.983134
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,337.024639,0.976846
KYSE-140,ESCA,aero_digestive_tract,oesophagus,337.509683,0.988168
NCI-H2804,MESO,lung,mesothelioma,338.512544,0.969134
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,338.749700,0.982744
SNU-61,COREAD,digestive_system,large_intestine,339.426883,0.985631
ASH-3,THCA,thyroid,thyroid,339.623320,0.988936
HPAF-II,PAAD,pancreas,pancreas,340.087934,0.972904
SNU-387,LIHC,digestive_system,liver,344.567631,0.971883
FLO-1,ESCA,aero_digestive_tract,oesophagus,347.790965,0.981541
TE-6,ESCA,aero_digestive_tract,oesophagus,348.488888,0.976859
COLO-829,SKCM,skin,melanoma,349.495262,0.954617
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,349.582932,0.973978
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,349.620586,0.975812
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,351.106444,0.982686
PANC-08-13,PAAD,pancreas,pancreas,354.438059,0.973135
H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,356.089667,0.958427
