"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
NB1,NB,nervous_system,neuroblastoma,18.796555,0.956904
CHP-212,NB,nervous_system,neuroblastoma,18.833092,0.968624
KM12,COREAD,digestive_system,large_intestine,18.878870,0.963395
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,19.174695,0.975431
EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,19.483116,0.969106
RPMI-7951,SKCM,skin,melanoma,19.727081,0.977985
CPC-N,SCLC,lung,lung_small_cell_carcinoma,19.791696,0.980034
OVCA433,OV,urogenital_system,ovary,19.873119,0.885141
SK-MEL-5,SKCM,skin,melanoma,19.905948,0.900683
BB65-RCC,KIRC,kidney,kidney,19.972459,0.918905
HSC-2,HNSC,aero_digestive_tract,head_and_neck,20.011479,0.978656
BT-474,BRCA,breast,breast,20.187390,0.896119
SNB75,GBM,nervous_system,glioma,20.248257,0.886650
THP-1,LAML,blood,acute_myeloid_leukaemia,20.455049,0.930568
KOSC-2,HNSC,aero_digestive_tract,head_and_neck,20.577119,0.929264
NCI-H661,UNCLASSIFIED,lung,lung_NSCLC_large_cell,20.602498,0.965765
MRK-nu-1,BRCA,breast,breast,21.004129,0.959990
HEL,LAML,blood,acute_myeloid_leukaemia,21.036018,0.967995
SF539,LGG,nervous_system,glioma,21.087151,0.981724
COR-L321,UNCLASSIFIED,lung,lung_other,21.147146,0.937396
YT,ALL,blood,lymphoid_neoplasm_other,21.352481,0.990243
HuP-T4,PAAD,pancreas,pancreas,21.504691,0.967636
SJSA-1,UNCLASSIFIED,bone,bone_other,21.565839,0.959092
PCI-6A,HNSC,aero_digestive_tract,head_and_neck,21.596306,0.923871
NCI-H2087,LUAD,lung,lung_NSCLC_adenocarcinoma,21.642899,0.948768
CS1,UNCLASSIFIED,bone,bone_other,21.799185,0.950989
HCC1954,BRCA,breast,breast,21.824818,0.943634
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,21.858284,0.992868
MIA-PaCa-2,PAAD,pancreas,pancreas,21.907924,0.972154
NCI-H847,SCLC,lung,lung_small_cell_carcinoma,22.070675,0.991712
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,22.530448,0.991659
SW626,OV,urogenital_system,ovary,22.563900,0.927272
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,22.762646,0.942883
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,22.825498,0.976883
NCCIT,-,urogenital_system,testis,22.888639,0.977847
NCI-H1648,LUAD,lung,lung_NSCLC_adenocarcinoma,22.903903,0.964765
A549,LUAD,lung,lung_NSCLC_adenocarcinoma,22.937095,0.960452
LAN-6,NB,nervous_system,neuroblastoma,22.965948,0.916818
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,23.184857,0.902510
EFM-19,BRCA,breast,breast,23.212938,0.920097
NCI-H2804,MESO,lung,mesothelioma,23.265552,0.881667
SW1783,LGG,nervous_system,glioma,23.280346,0.969196
SK-GT-2,STAD,digestive_system,stomach,23.348166,0.973271
NOMO-1,LAML,blood,acute_myeloid_leukaemia,23.438710,0.987314
GP5d,COREAD,digestive_system,large_intestine,23.711296,0.980910
NCI-H209,SCLC,lung,lung_small_cell_carcinoma,23.792020,0.985032
NCI-H2803,MESO,lung,mesothelioma,23.895488,0.913328
NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,23.920272,0.982799
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,24.002677,0.983668
CAL-120,BRCA,breast,breast,24.243722,0.870971
EN,UCEC,urogenital_system,endometrium,24.346151,0.958540
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,24.430700,0.954148
OSC-19,HNSC,aero_digestive_tract,head_and_neck,24.467270,0.926194
PL4,PAAD,pancreas,pancreas,24.494054,0.960984
SBC-1,SCLC,lung,lung_small_cell_carcinoma,24.507302,0.919552
CAL-85-1,BRCA,breast,breast,24.651428,0.933071
NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,24.657221,0.980221
MFM-223,BRCA,breast,breast,24.743546,0.896658
SLVL,DLBC,blood,B_cell_lymphoma,24.805906,0.981623
SKN,UNCLASSIFIED,urogenital_system,uterus,24.907140,0.955022
KNS-62,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,24.929845,0.971057
CGTH-W-1,THCA,thyroid,thyroid,24.960926,0.967911
YH-13,GBM,nervous_system,glioma,24.990770,0.966058
MPP-89,MESO,lung,mesothelioma,24.995926,0.967911
KARPAS-422,DLBC,blood,B_cell_lymphoma,25.099042,0.978464
LU-134-A,SCLC,lung,lung_small_cell_carcinoma,25.424100,0.934652
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,25.768081,0.991904
NCI-H3122,LUAD,lung,lung_NSCLC_adenocarcinoma,25.790677,0.959649
NCI-H2452,MESO,lung,mesothelioma,25.831352,0.944940
PA-1,UNCLASSIFIED,urogenital_system,ovary,25.974446,0.979810
D-542MG,GBM,nervous_system,glioma,26.053383,0.894704
D-247MG,GBM,nervous_system,glioma,26.119567,0.896413
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,26.135416,0.989445
U-266,MM,blood,myeloma,26.231809,0.969206
HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,26.260429,0.987849
MOG-G-UVW,LGG,nervous_system,glioma,26.859851,0.982178
KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,26.955360,0.989288
NCI-H520,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,27.118786,0.961022
MOG-G-CCM,LGG,nervous_system,glioma,27.121907,0.956599
NCI-H2170,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,27.125771,0.974588
T98G,GBM,nervous_system,glioma,27.138194,0.977301
OV-90,OV,urogenital_system,ovary,27.139061,0.937127
RCC-JW,KIRC,kidney,kidney,27.150316,0.963201
EFM-192A,BRCA,breast,breast,27.193123,0.933795
SK-MG-1,GBM,nervous_system,glioma,27.263118,0.967143
GCT,UNCLASSIFIED,soft_tissue,soft_tissue_other,27.402808,0.966068
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,27.560355,0.971897
CAL-148,BRCA,breast,breast,27.667090,0.950746
SBC-3,SCLC,lung,lung_small_cell_carcinoma,27.718941,0.976398
Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,27.886607,0.987303
SNG-M,UCEC,urogenital_system,endometrium,27.960594,0.983228
EFO-27,UNCLASSIFIED,urogenital_system,ovary,28.238351,0.899108
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,28.356193,0.952713
SKG-IIIa,CESC,urogenital_system,cervix,28.356487,0.949424
23132-87,STAD,digestive_system,stomach,28.359358,0.977658
KMRC-20,KIRC,kidney,kidney,28.686844,0.968027
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,28.727617,0.950152
DSH1,BLCA,urogenital_system,bladder,28.855585,0.968197
C32,SKCM,skin,melanoma,28.877487,0.937085
FLO-1,ESCA,aero_digestive_tract,oesophagus,29.358376,0.967209
HT-1376,BLCA,urogenital_system,bladder,29.414667,0.960243
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,29.560704,0.954326
YMB-1-E,BRCA,breast,breast,29.596725,0.920732
COR-L105,LUAD,lung,lung_NSCLC_adenocarcinoma,29.667087,0.943603
KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,29.743298,0.986379
DMS-53,SCLC,lung,lung_small_cell_carcinoma,29.996814,0.975940
NCI-H2869,MESO,lung,mesothelioma,29.999994,0.907133
FU-OV-1,OV,urogenital_system,ovary,30.059841,0.950506
LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,30.243025,0.946137
Mewo,SKCM,skin,melanoma,30.315591,0.964595
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,30.370206,0.982579
SW1463,COREAD,digestive_system,large_intestine,30.533422,0.970820
LS-1034,COREAD,digestive_system,large_intestine,30.567647,0.980219
HCE-4,ESCA,aero_digestive_tract,oesophagus,30.671454,0.952545
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,30.907690,0.970015
NB10,NB,nervous_system,neuroblastoma,31.002692,0.984859
SNU-5,STAD,digestive_system,stomach,31.047887,0.983798
TOV-112D,OV,urogenital_system,ovary,31.165476,0.985893
Ca9-22,HNSC,aero_digestive_tract,head_and_neck,31.363171,0.979321
IGR-1,SKCM,skin,melanoma,31.370970,0.984440
MDST8,COREAD,digestive_system,large_intestine,31.490011,0.980092
UACC-257,SKCM,skin,melanoma,31.590315,0.960097
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,31.594454,0.919170
TGW,NB,nervous_system,neuroblastoma,31.728054,0.985130
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,31.999259,0.986255
CAL-39,CESC,urogenital_system,cervix,32.103543,0.978509
786-0,KIRC,kidney,kidney,32.329794,0.975136
JHU-029,HNSC,aero_digestive_tract,head_and_neck,32.336488,0.936588
LS-180,COREAD,digestive_system,large_intestine,32.358009,0.964395
NCI-H1436,SCLC,lung,lung_small_cell_carcinoma,32.389864,0.946258
RXF393,KIRC,kidney,kidney,32.432371,0.923380
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,32.655002,0.986470
NCI-H2373,MESO,lung,mesothelioma,32.690648,0.953377
TE-6,ESCA,aero_digestive_tract,oesophagus,32.748775,0.962965
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,32.783910,0.979582
639-V,BLCA,urogenital_system,bladder,32.807075,0.984389
OVCAR-4,OV,urogenital_system,ovary,32.826296,0.971329
COLO-668,SCLC,lung,lung_small_cell_carcinoma,33.025446,0.980269
SW13,ACC,kidney,adrenal_gland,33.261624,0.985267
BICR10,HNSC,aero_digestive_tract,head_and_neck,33.669157,0.965706
NCI-H720,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,33.856076,0.984613
HSC-4,HNSC,aero_digestive_tract,head_and_neck,33.969316,0.981565
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,34.178703,0.946183
HCC1937,BRCA,breast,breast,34.643320,0.929561
HCC70,BRCA,breast,breast,34.818735,0.958827
PA-TU-8988T,PAAD,pancreas,pancreas,34.818841,0.979386
MHH-CALL-4,-,blood,B_cell_leukemia,34.856644,0.953906
A2058,SKCM,skin,melanoma,34.918581,0.989851
OE33,ESCA,aero_digestive_tract,oesophagus,35.065281,0.960965
AM-38,GBM,nervous_system,glioma,35.252942,0.978351
NCI-H290,MESO,lung,mesothelioma,35.266559,0.941201
CCK-81,COREAD,digestive_system,large_intestine,35.324626,0.984036
KP-4,PAAD,pancreas,pancreas,35.367320,0.989318
SNU-C1,COREAD,digestive_system,large_intestine,35.478655,0.962338
CHP-126,NB,nervous_system,neuroblastoma,35.544734,0.931867
SNU-175,COREAD,digestive_system,large_intestine,35.812665,0.982217
TE-8,ESCA,aero_digestive_tract,oesophagus,35.968169,0.965290
MOLM-16,LAML,blood,acute_myeloid_leukaemia,36.084818,0.971709
NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,36.221216,0.983452
A673,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,36.439990,0.986926
DMS-114,SCLC,lung,lung_small_cell_carcinoma,36.468900,0.979147
HO-1-N-1,HNSC,aero_digestive_tract,head_and_neck,36.554428,0.986917
TE-4,ESCA,aero_digestive_tract,oesophagus,36.675421,0.989261
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,36.822575,0.979252
JIMT-1,BRCA,breast,breast,36.929074,0.957559
TE-1,ESCA,aero_digestive_tract,oesophagus,36.951141,0.965413
SIMA,NB,nervous_system,neuroblastoma,36.968910,0.983043
OV-56,OV,urogenital_system,ovary,37.112888,0.972734
BFTC-905,BLCA,urogenital_system,bladder,37.346512,0.985993
LOXIMVI,SKCM,skin,melanoma,37.398398,0.982943
COR-L32,SCLC,lung,lung_small_cell_carcinoma,37.572993,0.958676
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,37.738361,0.971787
NY,UNCLASSIFIED,bone,osteosarcoma,37.812614,0.978666
SW780,BLCA,urogenital_system,bladder,37.995103,0.972487
SK-N-AS,NB,nervous_system,neuroblastoma,38.212310,0.969300
EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,38.428994,0.934043
BHT-101,THCA,thyroid,thyroid,38.479270,0.981286
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,38.547369,0.957182
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,38.565183,0.988383
BxPC-3,PAAD,pancreas,pancreas,38.601244,0.970451
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,38.609007,0.963776
LB1047-RCC,KIRC,kidney,kidney,38.929447,0.918243
MEL-JUSO,SKCM,skin,melanoma,38.992154,0.980938
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,39.063781,0.982701
SK-MEL-2,SKCM,skin,melanoma,39.183933,0.988780
IHH-4,THCA,thyroid,thyroid,39.465321,0.985989
OMC-1,CESC,urogenital_system,cervix,39.488499,0.932932
HCC1599,BRCA,breast,breast,39.590606,0.920917
Daoy,MB,nervous_system,medulloblastoma,39.743281,0.987945
HH,UNCLASSIFIED,blood,T_cell_leukemia,39.763106,0.979583
NCC021,KIRC,kidney,kidney,39.848448,0.921615
NB69,NB,nervous_system,neuroblastoma,39.926054,0.979247
KYSE-50,ESCA,aero_digestive_tract,oesophagus,39.955014,0.985884
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,40.259538,0.968835
CFPAC-1,PAAD,pancreas,pancreas,40.341866,0.959800
OC-314,OV,urogenital_system,ovary,40.532442,0.989583
T84,COREAD,digestive_system,large_intestine,40.641880,0.980334
GRANTA-519,DLBC,blood,B_cell_lymphoma,40.738738,0.981865
G-401,UNCLASSIFIED,kidney,kidney,40.839527,0.970020
U-118-MG,GBM,nervous_system,glioma,41.025124,0.961345
TE-12,ESCA,aero_digestive_tract,oesophagus,41.190130,0.909621
LB996-RCC,KIRC,kidney,kidney,41.243302,0.968177
HA7-RCC,KIRC,kidney,kidney,41.354010,0.933437
DMS-79,SCLC,lung,lung_small_cell_carcinoma,41.630003,0.960725
KNS-42,LGG,nervous_system,glioma,41.645612,0.920351
TGBC11TKB,STAD,digestive_system,stomach,41.675863,0.978688
RT-112,BLCA,urogenital_system,bladder,41.764012,0.982965
SK-N-FI,NB,nervous_system,neuroblastoma,41.837061,0.979476
SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,41.939122,0.977015
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,42.025630,0.970118
LoVo,COREAD,digestive_system,large_intestine,42.128265,0.965249
RF-48,STAD,digestive_system,stomach,42.338778,0.985471
NCI-H650,LUAD,lung,lung_NSCLC_adenocarcinoma,42.401021,0.987632
MC-IXC,NB,nervous_system,neuroblastoma,42.573014,0.967701
BICR22,HNSC,aero_digestive_tract,head_and_neck,42.585217,0.987284
BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,42.738087,0.972344
DiFi,COREAD,digestive_system,large_intestine,42.787406,0.978271
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,42.823850,0.971608
VCaP,PRAD,urogenital_system,prostate,42.938559,0.967607
FU97,STAD,digestive_system,stomach,42.979539,0.963728
A172,GBM,nervous_system,glioma,43.022370,0.977716
MDA-MB-436,BRCA,breast,breast,43.037650,0.940033
BE2-M17,NB,nervous_system,neuroblastoma,43.090055,0.982191
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,43.143234,0.987177
LS-411N,COREAD,digestive_system,large_intestine,43.231945,0.969810
ME-180,CESC,urogenital_system,cervix,43.318146,0.979806
Saos-2,UNCLASSIFIED,bone,osteosarcoma,43.330918,0.981541
DAN-G,PAAD,pancreas,pancreas,43.389998,0.980630
MES-SA,UNCLASSIFIED,urogenital_system,uterus,43.562667,0.984967
PANC-02-03,PAAD,pancreas,pancreas,43.872433,0.947116
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,44.066668,0.982932
647-V,BLCA,urogenital_system,bladder,44.602785,0.988715
MKN28,STAD,digestive_system,stomach,44.684930,0.969314
NUGC-3,STAD,digestive_system,stomach,44.711483,0.972668
8305C,THCA,thyroid,thyroid,44.961149,0.958373
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,44.975623,0.987174
NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,45.313134,0.970347
BPH-1,UNCLASSIFIED,urogenital_system,prostate,45.456813,0.969640
RL95-2,UNCLASSIFIED,urogenital_system,endometrium,45.525196,0.983815
22RV1,PRAD,urogenital_system,prostate,45.808985,0.961014
MKN7,STAD,digestive_system,stomach,46.353236,0.927786
MFE-319,UCEC,urogenital_system,endometrium,46.491141,0.983577
Hs-766T,PAAD,pancreas,pancreas,46.639230,0.932876
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,47.001687,0.985384
KP-3,UNCLASSIFIED,pancreas,pancreas,47.249674,0.985767
SK-MEL-24,SKCM,skin,melanoma,47.357583,0.968267
IM-95,STAD,digestive_system,stomach,47.451054,0.983200
ACHN,KIRC,kidney,kidney,47.493128,0.965081
FADU,HNSC,aero_digestive_tract,head_and_neck,47.501543,0.986532
CAL-29,BLCA,urogenital_system,bladder,47.716845,0.986970
LCLC-103H,UNCLASSIFIED,lung,lung_NSCLC_large_cell,47.753891,0.973639
COLO-829,SKCM,skin,melanoma,47.775285,0.944734
VMRC-MELG,SKCM,skin,melanoma,47.848748,0.925796
CAL-33,HNSC,aero_digestive_tract,head_and_neck,48.192475,0.985860
5637,BLCA,urogenital_system,bladder,48.207262,0.979319
HT55,COREAD,digestive_system,large_intestine,48.239190,0.973383
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,48.249697,0.981825
RCC-MF,KIRC,kidney,kidney,48.329282,0.953554
RCC-FG2,KIRC,kidney,kidney,48.360859,0.942829
NCI-H716,COREAD,digestive_system,large_intestine,48.403564,0.972268
huH-1,LIHC,digestive_system,liver,48.419577,0.968399
BONNA-12,-,blood,hairy_cell_leukaemia,48.683380,0.966248
GOTO,NB,nervous_system,neuroblastoma,48.786868,0.984255
HPAF-II,PAAD,pancreas,pancreas,48.815129,0.966436
KYSE-270,ESCA,aero_digestive_tract,oesophagus,49.087873,0.985949
HT-3,CESC,urogenital_system,cervix,49.190423,0.988648
SK-N-SH,NB,nervous_system,neuroblastoma,49.213872,0.979037
COLO-792,SKCM,skin,melanoma,49.226936,0.983733
KYAE-1,ESCA,aero_digestive_tract,oesophagus,49.428790,0.991164
JHH-1,LIHC,digestive_system,liver,49.456422,0.976040
RCC-AB,KIRC,kidney,kidney,49.483436,0.922645
CHSA0108,UNCLASSIFIED,bone,chondrosarcoma,49.810428,0.917901
KYSE-140,ESCA,aero_digestive_tract,oesophagus,49.856871,0.984729
EPLC-272H,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,50.138994,0.978002
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,50.153425,0.952844
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,51.063288,0.979618
NCI-H2818,MESO,lung,mesothelioma,51.072691,0.975353
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,51.477970,0.971926
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,51.573435,0.983730
HLE,LIHC,digestive_system,liver,51.796554,0.985251
B-CPAP,THCA,thyroid,thyroid,51.816427,0.977021
CAL-72,UNCLASSIFIED,bone,osteosarcoma,51.852917,0.977371
YAPC,PAAD,pancreas,pancreas,51.966345,0.951440
STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,52.008316,0.954917
HCC38,BRCA,breast,breast,52.130721,0.947065
EW-11,UNCLASSIFIED,bone,ewings_sarcoma,52.897037,0.981717
EW-13,UNCLASSIFIED,bone,ewings_sarcoma,53.311899,0.987859
SNU-61,COREAD,digestive_system,large_intestine,53.328073,0.980369
CAL-27,HNSC,aero_digestive_tract,head_and_neck,53.425089,0.981329
SNU-449,LIHC,digestive_system,liver,53.552213,0.946922
TE-9,ESCA,aero_digestive_tract,oesophagus,53.671254,0.987870
Calu-6,LUAD,lung,lung_NSCLC_adenocarcinoma,54.011507,0.965054
OACp4C,ESCA,aero_digestive_tract,oesophagus,54.013451,0.984499
Ca-Ski,CESC,urogenital_system,cervix,54.269342,0.982938
NCI-H250,SCLC,lung,lung_small_cell_carcinoma,54.485192,0.929877
MFE-296,UCEC,urogenital_system,endometrium,54.534435,0.988683
Caov-4,OV,urogenital_system,ovary,54.567048,0.971470
LN-18,GBM,nervous_system,glioma,54.650829,0.986496
WM-115,SKCM,skin,melanoma,54.914464,0.969010
HEC-1,UCEC,urogenital_system,endometrium,55.046740,0.980703
NCI-H660,OTHER,urogenital_system,prostate,55.603862,0.980835
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,55.700607,0.983888
OVCAR-3,OV,urogenital_system,ovary,55.795706,0.986668
MSTO-211H,MESO,lung,mesothelioma,55.799250,0.983685
QGP-1,UNCLASSIFIED,pancreas,pancreas,55.984616,0.916860
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,56.051812,0.980074
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,56.268831,0.977247
MHH-NB-11,NB,nervous_system,neuroblastoma,56.309067,0.975571
NCI-H2342,LUAD,lung,lung_NSCLC_adenocarcinoma,56.331622,0.978367
ONS-76,MB,nervous_system,medulloblastoma,56.380554,0.978975
GAMG,LGG,nervous_system,glioma,56.535230,0.981623
ASH-3,THCA,thyroid,thyroid,56.548838,0.986892
CHL-1,SKCM,skin,melanoma,56.571536,0.984016
HCC1143,BRCA,breast,breast,56.789354,0.948818
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,56.878745,0.976105
OCUM-1,STAD,digestive_system,stomach,57.003462,0.967451
UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,57.088436,0.982307
PSN1,PAAD,pancreas,pancreas,57.263244,0.975585
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,57.298873,0.980748
NCI-H2795,MESO,lung,mesothelioma,57.423799,0.982794
KS-1,GBM,nervous_system,glioma,58.132679,0.977697
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,58.352802,0.926866
EW-3,UNCLASSIFIED,bone,ewings_sarcoma,58.374307,0.982759
MMAc-SF,SKCM,skin,melanoma,58.386689,0.947629
RERF-GC-1B,STAD,digestive_system,stomach,58.578558,0.984730
JM1,DLBC,blood,B_cell_lymphoma,58.775958,0.995489
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,59.138835,0.976535
KGN,UNCLASSIFIED,urogenital_system,ovary,59.420783,0.980049
SCC-4,HNSC,aero_digestive_tract,head_and_neck,59.500624,0.980998
ECC12,UNCLASSIFIED,digestive_system,stomach,59.856551,0.973370
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,59.871360,0.978616
OAW-28,OV,urogenital_system,ovary,59.953676,0.983495
BT-483,BRCA,breast,breast,59.985382,0.890949
SW48,COREAD,digestive_system,large_intestine,60.029064,0.976510
SiHa,CESC,urogenital_system,cervix,60.187706,0.985443
IST-SL2,SCLC,lung,lung_small_cell_carcinoma,60.213581,0.964736
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,60.243600,0.968935
UM-UC-3,BLCA,urogenital_system,bladder,60.304404,0.985979
IGROV-1,OV,urogenital_system,ovary,60.469295,0.972632
SF268,GBM,nervous_system,glioma,60.720834,0.979335
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,61.027038,0.971108
NCI-H1092,SCLC,lung,lung_small_cell_carcinoma,61.118196,0.980972
NCI-H1563,LUAD,lung,lung_NSCLC_adenocarcinoma,61.147532,0.984455
U-87-MG,GBM,nervous_system,glioma,61.343327,0.979559
ESO26,ESCA,aero_digestive_tract,oesophagus,61.392627,0.985029
SK-MM-2,MM,blood,myeloma,61.436711,0.985264
MG-63,UNCLASSIFIED,bone,osteosarcoma,61.928711,0.982418
Mo-T,UNCLASSIFIED,blood,hairy_cell_leukaemia,62.141154,0.984599
HCC1187,BRCA,breast,breast,62.464274,0.974591
PANC-03-27,PAAD,pancreas,pancreas,62.796331,0.981568
SISO,CESC,urogenital_system,cervix,63.423669,0.987032
EW-16,UNCLASSIFIED,bone,ewings_sarcoma,63.523384,0.983155
PANC-10-05,PAAD,pancreas,pancreas,63.742024,0.926163
D-392MG,GBM,nervous_system,glioma,64.173458,0.974836
ES-2,UNCLASSIFIED,urogenital_system,ovary,64.241671,0.983635
OVTOKO,OV,urogenital_system,ovary,64.364883,0.971472
TOV-21G,OV,urogenital_system,ovary,64.386719,0.974407
EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,64.483368,0.979179
ES6,UNCLASSIFIED,bone,ewings_sarcoma,64.598637,0.969316
NCI-H1623,LUAD,lung,lung_NSCLC_adenocarcinoma,64.900582,0.981209
VMRC-RCW,KIRC,kidney,kidney,65.068582,0.915618
CaR-1,COREAD,digestive_system,large_intestine,65.288476,0.985264
NH-12,NB,nervous_system,neuroblastoma,65.498348,0.981932
CAL-78,UNCLASSIFIED,bone,chondrosarcoma,65.679708,0.985345
DoTc2-4510,CESC,urogenital_system,cervix,65.820111,0.981368
NB7,NB,nervous_system,neuroblastoma,66.443382,0.985223
U251,GBM,nervous_system,glioma,66.646987,0.982519
D-263MG,GBM,nervous_system,glioma,66.833603,0.983475
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,66.976063,0.964899
TCCSUP,BLCA,urogenital_system,bladder,66.976635,0.978016
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,67.776345,0.989690
LB831-BLC,BLCA,urogenital_system,bladder,68.342341,0.985405
HPAC,PAAD,pancreas,pancreas,68.346579,0.955548
OVISE,OV,urogenital_system,ovary,68.503888,0.978898
DOK,HNSC,aero_digestive_tract,head_and_neck,68.654350,0.979980
COR-L88,SCLC,lung,lung_small_cell_carcinoma,68.739268,0.987670
NCI-H1793,LUAD,lung,lung_NSCLC_adenocarcinoma,68.773785,0.951528
SNU-81,COREAD,digestive_system,large_intestine,68.902580,0.976567
SCC-15,HNSC,aero_digestive_tract,head_and_neck,69.531840,0.981456
OAW-42,OV,urogenital_system,ovary,70.318736,0.979197
SCC-9,HNSC,aero_digestive_tract,head_and_neck,70.508427,0.983689
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,70.667448,0.983648
SNU-407,COREAD,digestive_system,large_intestine,70.877226,0.982518
M059J,GBM,nervous_system,glioma,71.092724,0.978808
NCI-H2369,MESO,lung,mesothelioma,71.607294,0.987040
AsPC-1,PAAD,pancreas,pancreas,71.632700,0.918877
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,71.858856,0.980560
WM1552C,SKCM,skin,melanoma,73.122596,0.983044
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,73.385820,0.937223
KYSE-450,ESCA,aero_digestive_tract,oesophagus,73.831563,0.982794
OE21,ESCA,aero_digestive_tract,oesophagus,74.228119,0.981802
NCI-H2052,MESO,lung,mesothelioma,74.724934,0.978630
OSC-20,HNSC,aero_digestive_tract,head_and_neck,74.727177,0.978864
NCI-H1770,UNCLASSIFIED,lung,lung_NSCLC_not_specified,74.919769,0.982092
TE-5,ESCA,aero_digestive_tract,oesophagus,75.237875,0.982234
KMRC-1,KIRC,kidney,kidney,75.693683,0.981460
NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,75.871801,0.974188
