"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
NCI-H2170,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,51.471694,0.950740
VAL,DLBC,blood,B_cell_lymphoma,51.741960,0.964715
NCC010,KIRC,kidney,kidney,51.750056,0.964680
CHP-134,NB,nervous_system,neuroblastoma,52.441767,0.967914
CP66-MEL,SKCM,skin,melanoma,52.608999,0.931000
SK-N-FI,NB,nervous_system,neuroblastoma,52.941368,0.948576
SK-MEL-30,SKCM,skin,melanoma,53.090023,0.948266
C-4-I,CESC,urogenital_system,cervix,53.196889,0.967058
KMOE-2,LAML,blood,acute_myeloid_leukaemia,53.601915,0.977100
OCUB-M,BRCA,breast,breast,53.705096,0.969178
HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,53.791979,0.930496
UM-UC-3,BLCA,urogenital_system,bladder,53.963534,0.952979
NMC-G1,LGG,nervous_system,glioma,54.152543,0.842893
HT-1376,BLCA,urogenital_system,bladder,54.372099,0.931088
KELLY,NB,nervous_system,neuroblastoma,54.898989,0.981019
L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,54.962663,0.970024
EMC-BAC-2,LUAD,lung,lung_NSCLC_adenocarcinoma,55.631109,0.934379
TE-10,ESCA,aero_digestive_tract,oesophagus,55.774674,0.963889
NCI-H1688,SCLC,lung,lung_small_cell_carcinoma,55.857708,0.975435
CS1,UNCLASSIFIED,bone,bone_other,56.488073,0.930224
NCI-H2818,MESO,lung,mesothelioma,56.804723,0.939421
BT-20,BRCA,breast,breast,56.876745,0.973954
HCC1599,BRCA,breast,breast,56.951282,0.934763
OVCA433,OV,urogenital_system,ovary,57.469549,0.933443
SLVL,DLBC,blood,B_cell_lymphoma,57.758098,0.966231
KYSE-180,ESCA,aero_digestive_tract,oesophagus,57.834356,0.974199
D-336MG,LGG,nervous_system,glioma,57.905961,0.950933
RXF393,KIRC,kidney,kidney,58.034813,0.945656
SKG-IIIa,CESC,urogenital_system,cervix,58.055751,0.921162
5637,BLCA,urogenital_system,bladder,59.220379,0.948657
PC-14,LUAD,lung,lung_NSCLC_adenocarcinoma,59.295364,0.947846
DJM-1,UNCLASSIFIED,skin,skin_other,59.440421,0.962443
EW-1,UNCLASSIFIED,bone,ewings_sarcoma,59.450515,0.973009
DAN-G,PAAD,pancreas,pancreas,59.642718,0.953421
MHH-CALL-4,-,blood,B_cell_leukemia,60.312365,0.970197
DMS-273,SCLC,lung,lung_small_cell_carcinoma,60.497126,0.959648
BICR10,HNSC,aero_digestive_tract,head_and_neck,60.668318,0.938358
CFPAC-1,PAAD,pancreas,pancreas,60.947556,0.925618
NCI-H358,LUAD,lung,lung_NSCLC_adenocarcinoma,61.107169,0.915551
M059J,GBM,nervous_system,glioma,61.543846,0.940117
MFE-280,UCEC,urogenital_system,endometrium,61.646073,0.934151
FADU,HNSC,aero_digestive_tract,head_and_neck,61.783630,0.962803
HCC2157,BRCA,breast,breast,61.814660,0.978666
TOV-112D,OV,urogenital_system,ovary,61.951386,0.969829
GDM-1,LAML,blood,acute_myeloid_leukaemia,62.119634,0.965887
HDLM-2,UNCLASSIFIED,blood,Hodgkin_lymphoma,62.167999,0.966152
IST-SL1,SCLC,lung,lung_small_cell_carcinoma,62.307362,0.986721
HeLa,CESC,urogenital_system,cervix,62.997591,0.980217
HLE,LIHC,digestive_system,liver,63.068660,0.959313
Saos-2,UNCLASSIFIED,bone,osteosarcoma,63.492204,0.956799
OV-56,OV,urogenital_system,ovary,63.516083,0.947031
NCI-H522,LUAD,lung,lung_NSCLC_adenocarcinoma,64.134235,0.961146
RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,64.805438,0.985732
U-CH2,-,-,-,64.850135,0.933545
BPH-1,UNCLASSIFIED,urogenital_system,prostate,65.338545,0.938438
TC-YIK,UNCLASSIFIED,urogenital_system,cervix,65.916095,0.973422
OCUM-1,STAD,digestive_system,stomach,66.048054,0.929804
G-402,UNCLASSIFIED,soft_tissue,soft_tissue_other,67.946852,0.948448
IST-MES1,MESO,lung,mesothelioma,68.047766,0.939705
OVCAR-8,OV,urogenital_system,ovary,68.590428,0.976899
SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,68.658949,0.950018
Ramos-2G6-4C10,UNCLASSIFIED,blood,Burkitt_lymphoma,68.695422,0.995733
EW-18,UNCLASSIFIED,bone,ewings_sarcoma,68.742935,0.960931
C3A,LIHC,digestive_system,liver,68.840624,0.915948
HCC1395,BRCA,breast,breast,68.955789,0.952186
HT-1197,BLCA,urogenital_system,bladder,69.536528,0.941459
Raji,UNCLASSIFIED,blood,Burkitt_lymphoma,69.559670,0.985659
NCI-H211,SCLC,lung,lung_small_cell_carcinoma,70.223011,0.978657
EVSA-T,BRCA,breast,breast,70.480419,0.981140
KM-H2,UNCLASSIFIED,blood,Hodgkin_lymphoma,70.558915,0.982538
SW1783,LGG,nervous_system,glioma,70.568373,0.957087
TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,70.812173,0.932970
NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,70.908893,0.982265
NCI-H2803,MESO,lung,mesothelioma,71.783599,0.955714
TC-71,UNCLASSIFIED,bone,ewings_sarcoma,72.146370,0.981385
HT-1080,UNCLASSIFIED,soft_tissue,fibrosarcoma,72.381596,0.944290
NCI-H1915,UNCLASSIFIED,lung,lung_NSCLC_large_cell,72.677570,0.929781
ARH-77,MM,blood,myeloma,72.789963,0.980883
no-11,LGG,nervous_system,glioma,72.833402,0.934962
HH,UNCLASSIFIED,blood,T_cell_leukemia,73.010660,0.959483
Hs-445,UNCLASSIFIED,blood,Hodgkin_lymphoma,73.352508,0.977458
UACC-812,BRCA,breast,breast,73.500561,0.944388
NY,UNCLASSIFIED,bone,osteosarcoma,73.533812,0.959405
CaR-1,COREAD,digestive_system,large_intestine,73.579721,0.959049
BFTC-905,BLCA,urogenital_system,bladder,73.681507,0.970727
KNS-81-FD,LGG,nervous_system,glioma,73.723805,0.941597
EPLC-272H,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,73.804619,0.952373
SF295,GBM,nervous_system,glioma,73.934370,0.954640
MM1S,MM,blood,myeloma,74.349503,0.991769
769-P,KIRC,kidney,kidney,74.740788,0.955134
GI-1,LGG,nervous_system,glioma,74.754671,0.977837
KARPAS-1106P,DLBC,blood,B_cell_lymphoma,74.775259,0.984958
NCI-H838,LUAD,lung,lung_NSCLC_adenocarcinoma,75.261066,0.964852
ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,75.276011,0.957030
BICR22,HNSC,aero_digestive_tract,head_and_neck,75.338963,0.971023
HA7-RCC,KIRC,kidney,kidney,75.690425,0.953762
KALS-1,LGG,nervous_system,glioma,75.954673,0.945567
HCC1806,UNCLASSIFIED,breast,breast,76.758883,0.979206
MES-SA,UNCLASSIFIED,urogenital_system,uterus,77.623251,0.967513
SW948,COREAD,digestive_system,large_intestine,77.786305,0.951478
CAL-27,HNSC,aero_digestive_tract,head_and_neck,77.876355,0.957779
KU-19-19,BLCA,urogenital_system,bladder,78.166254,0.971804
DSH1,BLCA,urogenital_system,bladder,78.172934,0.953480
JiyoyeP-2003,UNCLASSIFIED,blood,Burkitt_lymphoma,78.230398,0.980867
DiFi,COREAD,digestive_system,large_intestine,78.311399,0.957883
CPC-N,SCLC,lung,lung_small_cell_carcinoma,78.828616,0.975883
MS-1,SCLC,lung,lung_small_cell_carcinoma,79.435712,0.982775
TYK-nu,UNCLASSIFIED,urogenital_system,ovary,79.720000,0.928405
NCI-H69,SCLC,lung,lung_small_cell_carcinoma,80.470446,0.963284
TE-9,ESCA,aero_digestive_tract,oesophagus,80.560084,0.969594
OE33,ESCA,aero_digestive_tract,oesophagus,80.707449,0.940562
23132-87,STAD,digestive_system,stomach,81.088372,0.966577
G-292-Clone-A141B1,UNCLASSIFIED,bone,osteosarcoma,81.314419,0.940418
DoTc2-4510,CESC,urogenital_system,cervix,81.827033,0.954942
SK-LU-1,LUAD,lung,lung_NSCLC_adenocarcinoma,82.095474,0.911317
SK-CO-1,COREAD,digestive_system,large_intestine,82.176337,0.959631
KMS-11,MM,blood,myeloma,82.361628,0.979148
CAL-148,BRCA,breast,breast,82.395403,0.973218
SU-DHL-8,DLBC,blood,B_cell_lymphoma,83.073058,0.996804
DND-41,ALL,blood,T_cell_leukemia,83.126951,0.994267
TGBC11TKB,STAD,digestive_system,stomach,83.233552,0.960644
COR-L23,UNCLASSIFIED,lung,lung_NSCLC_large_cell,83.613273,0.950101
KYSE-220,ESCA,aero_digestive_tract,oesophagus,84.135106,0.962397
NCI-H1781,LUAD,lung,lung_NSCLC_adenocarcinoma,84.364928,0.952641
HPAC,PAAD,pancreas,pancreas,84.617031,0.917187
KP-4,PAAD,pancreas,pancreas,84.770770,0.979601
ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,84.805691,0.991105
SiHa,CESC,urogenital_system,cervix,85.008125,0.964583
D-263MG,GBM,nervous_system,glioma,85.253808,0.959312
TE-8,ESCA,aero_digestive_tract,oesophagus,85.273440,0.946942
KG-1,LAML,blood,acute_myeloid_leukaemia,85.806036,0.984287
JHH-7,LIHC,digestive_system,liver,85.818819,0.943408
HCC1143,BRCA,breast,breast,86.224943,0.950676
MHH-NB-11,NB,nervous_system,neuroblastoma,87.527011,0.983738
MDA-MB-415,BRCA,breast,breast,87.674019,0.978790
NCI-H748,SCLC,lung,lung_small_cell_carcinoma,87.752751,0.971237
SBC-3,SCLC,lung,lung_small_cell_carcinoma,88.311739,0.967479
EFO-27,UNCLASSIFIED,urogenital_system,ovary,88.345167,0.943813
SW13,ACC,kidney,adrenal_gland,88.509195,0.975504
T84,COREAD,digestive_system,large_intestine,89.113760,0.965162
BFTC-909,KIRC,kidney,kidney,89.813574,0.972335
Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,91.532122,0.989565
KYSE-270,ESCA,aero_digestive_tract,oesophagus,91.568143,0.970687
NCI-H1437,LUAD,lung,lung_NSCLC_adenocarcinoma,91.625376,0.968308
DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,91.679584,0.977723
NCI-H1573,LUAD,lung,lung_NSCLC_adenocarcinoma,91.731197,0.966286
MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,91.961020,0.988929
CA46,UNCLASSIFIED,blood,Burkitt_lymphoma,92.393801,0.970066
JSC-1,DLBC,blood,B_cell_lymphoma,92.600477,0.986087
OVISE,OV,urogenital_system,ovary,92.685570,0.953523
SK-N-SH,NB,nervous_system,neuroblastoma,92.764468,0.960498
SUP-B15,ALL,blood,lymphoblastic_leukemia,93.193116,0.994198
BICR31,HNSC,aero_digestive_tract,head_and_neck,93.540219,0.984915
MOLT-4,ALL,blood,lymphoblastic_leukemia,93.756726,0.993191
Ca-Ski,CESC,urogenital_system,cervix,93.764064,0.964715
GOTO,NB,nervous_system,neuroblastoma,93.791942,0.968678
OPM-2,MM,blood,myeloma,94.552707,0.991665
RCC-JW,KIRC,kidney,kidney,94.571735,0.954390
NCI-H2023,LUAD,lung,lung_NSCLC_adenocarcinoma,94.983186,0.946459
ES8,UNCLASSIFIED,bone,ewings_sarcoma,95.038913,0.988496
SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,95.823080,0.960494
CHL-1,SKCM,skin,melanoma,96.252082,0.966257
OCI-AML5,LAML,blood,acute_myeloid_leukaemia,96.664804,0.992362
SW1710,BLCA,urogenital_system,bladder,96.690255,0.953556
COR-L303,SCLC,lung,lung_small_cell_carcinoma,96.723434,0.983021
42-MG-BA,GBM,nervous_system,glioma,96.811357,0.971082
SK-OV-3,OV,urogenital_system,ovary,97.000650,0.925883
MRK-nu-1,BRCA,breast,breast,97.009481,0.989107
PWR-1E,PRAD,urogenital_system,prostate,97.359985,0.976608
CAMA-1,BRCA,breast,breast,97.707897,0.975330
TUR,DLBC,blood,B_cell_lymphoma,98.160058,0.994916
NCI-H1734,LUAD,lung,lung_NSCLC_adenocarcinoma,98.215819,0.986542
RPMI-8226,MM,blood,myeloma,98.226641,0.990284
NCI-H2196,SCLC,lung,lung_small_cell_carcinoma,98.847553,0.961320
KYSE-450,ESCA,aero_digestive_tract,oesophagus,99.129802,0.960099
T47D,BRCA,breast,breast,99.148804,0.967220
RCC-MF,KIRC,kidney,kidney,99.274618,0.972220
KLE,UCEC,urogenital_system,endometrium,99.947697,0.920022
8505C,THCA,thyroid,thyroid,100.194123,0.949868
NCI-H716,COREAD,digestive_system,large_intestine,100.655777,0.953582
LOU-NH91,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,101.971095,0.957062
SCC-4,HNSC,aero_digestive_tract,head_and_neck,102.295177,0.962085
D-392MG,GBM,nervous_system,glioma,102.571512,0.951518
JHH-2,LIHC,digestive_system,liver,102.649780,0.957377
NB14,NB,nervous_system,neuroblastoma,103.155929,0.988126
GP5d,COREAD,digestive_system,large_intestine,103.509396,0.978698
SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,104.688861,0.967709
NCI-H727,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,105.321743,0.940623
HOS,UNCLASSIFIED,bone,osteosarcoma,105.903554,0.982871
LXF-289,LUAD,lung,lung_NSCLC_adenocarcinoma,106.283988,0.975599
786-0,KIRC,kidney,kidney,106.370074,0.967039
DK-MG,GBM,nervous_system,glioma,106.390772,0.947515
LP-1,MM,blood,myeloma,106.586686,0.975529
HT-115,COREAD,digestive_system,large_intestine,107.135398,0.978614
ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,107.525708,0.960644
OVK-18,OV,urogenital_system,ovary,107.637412,0.962088
KYSE-70,ESCA,aero_digestive_tract,oesophagus,108.407079,0.951814
NCI-H660,OTHER,urogenital_system,prostate,108.719356,0.990409
NCI-H1435,LUAD,lung,lung_NSCLC_adenocarcinoma,108.846923,0.990337
EW-16,UNCLASSIFIED,bone,ewings_sarcoma,110.702551,0.965998
A498,KIRC,kidney,kidney,110.949410,0.952502
NCI-H2810,MESO,lung,mesothelioma,111.402901,0.969889
ML-2,LAML,blood,acute_myeloid_leukaemia,111.458136,0.991408
SJRH30,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,111.958098,0.987444
REH,UNCLASSIFIED,blood,B_cell_leukemia,112.421961,0.991774
HOP-92,UNCLASSIFIED,lung,lung_NSCLC_large_cell,113.086167,0.954947
AU565,BRCA,breast,breast,113.125537,0.978592
TE-6,ESCA,aero_digestive_tract,oesophagus,114.621679,0.954629
GR-ST,ALL,blood,lymphoblastic_leukemia,114.812981,0.964168
EW-22,UNCLASSIFIED,bone,ewings_sarcoma,114.973263,0.975055
NCI-H2405,LUAD,lung,lung_NSCLC_adenocarcinoma,115.288823,0.903198
NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,115.352000,0.958863
COR-L311,SCLC,lung,lung_small_cell_carcinoma,115.914911,0.984874
FTC-133,THCA,thyroid,thyroid,117.073696,0.968811
BE2-M17,NB,nervous_system,neuroblastoma,117.773525,0.972598
EC-GI-10,ESCA,aero_digestive_tract,oesophagus,118.317207,0.975582
CAL-85-1,BRCA,breast,breast,118.638577,0.970025
TK,DLBC,blood,B_cell_lymphoma,118.808314,0.994374
HT,DLBC,blood,B_cell_lymphoma,119.087387,0.961209
NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,119.605754,0.966601
NCI-H1105,SCLC,lung,lung_small_cell_carcinoma,119.749351,0.980403
SK-UT-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,120.029791,0.979384
RT4,BLCA,urogenital_system,bladder,120.771772,0.976816
NCI-H841,SCLC,lung,lung_small_cell_carcinoma,120.811695,0.969310
LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,121.025413,0.965927
LB373-MEL-D,SKCM,skin,melanoma,121.749220,0.978534
BT-549,BRCA,breast,breast,121.806243,0.950301
HEC-1,UCEC,urogenital_system,endometrium,122.032314,0.967072
SISO,CESC,urogenital_system,cervix,123.472398,0.974245
JHH-6,LIHC,digestive_system,liver,124.504519,0.944636
KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,124.780722,0.993874
ES4,UNCLASSIFIED,bone,ewings_sarcoma,125.598826,0.965487
RCC10RGB,KIRC,kidney,kidney,125.749856,0.917071
SW837,COREAD,digestive_system,large_intestine,125.792111,0.963607
CCK-81,COREAD,digestive_system,large_intestine,126.272037,0.979269
HCC-44,LUAD,lung,lung_NSCLC_adenocarcinoma,126.749252,0.972092
ES6,UNCLASSIFIED,bone,ewings_sarcoma,127.518931,0.949595
SNU-423,LIHC,digestive_system,liver,127.731273,0.960227
DMS-53,SCLC,lung,lung_small_cell_carcinoma,130.441639,0.973476
A253,UNCLASSIFIED,aero_digestive_tract,head_and_neck,130.468928,0.984796
NCI-H2172,UNCLASSIFIED,lung,lung_NSCLC_not_specified,131.609432,0.977478
CAL-51,BRCA,breast,breast,131.628004,0.971545
NCI-H23,LUAD,lung,lung_NSCLC_adenocarcinoma,131.856720,0.983807
HT-3,CESC,urogenital_system,cervix,132.816280,0.981373
OSC-20,HNSC,aero_digestive_tract,head_and_neck,133.235267,0.960836
PSN1,PAAD,pancreas,pancreas,134.131691,0.961543
SW962,UNCLASSIFIED,urogenital_system,urogenital_system_other,134.821488,0.969869
CHP-212,NB,nervous_system,neuroblastoma,134.960133,0.975691
SBC-1,SCLC,lung,lung_small_cell_carcinoma,135.201226,0.973725
MFE-319,UCEC,urogenital_system,endometrium,137.970330,0.976049
ME-1,LAML,blood,acute_myeloid_leukaemia,139.923771,0.987283
DMS-79,SCLC,lung,lung_small_cell_carcinoma,140.268407,0.985734
EN,UCEC,urogenital_system,endometrium,140.685910,0.961897
EW-7,UNCLASSIFIED,bone,ewings_sarcoma,141.030938,0.987282
NCI-H1963,SCLC,lung,lung_small_cell_carcinoma,141.611458,0.983665
KYSE-50,ESCA,aero_digestive_tract,oesophagus,141.761413,0.981497
OAW-28,OV,urogenital_system,ovary,142.002092,0.972511
SW626,OV,urogenital_system,ovary,143.263776,0.934545
ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,143.381359,0.965956
TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,143.420521,0.960849
OACp4C,ESCA,aero_digestive_tract,oesophagus,144.107489,0.975735
IA-LM,UNCLASSIFIED,lung,lung_NSCLC_large_cell,145.621005,0.973084
SCC-9,HNSC,aero_digestive_tract,head_and_neck,145.800833,0.970717
NCI-H929,MM,blood,myeloma,145.838700,0.990133
SF268,GBM,nervous_system,glioma,146.366815,0.967268
NCI-H2731,MESO,lung,mesothelioma,146.412748,0.962315
LCLC-97TM1,UNCLASSIFIED,lung,lung_NSCLC_large_cell,146.776006,0.982107
KMRC-20,KIRC,kidney,kidney,147.011138,0.968520
COLO-684,UCEC,urogenital_system,endometrium,148.315233,0.965511
LK-2,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,148.638949,0.970418
NCI-H2228,LUAD,lung,lung_NSCLC_adenocarcinoma,148.701465,0.945407
NCI-H1993,LUAD,lung,lung_NSCLC_adenocarcinoma,149.111868,0.966930
MDA-MB-453,BRCA,breast,breast,149.146953,0.975490
MG-63,UNCLASSIFIED,bone,osteosarcoma,149.489044,0.971477
CAL-33,HNSC,aero_digestive_tract,head_and_neck,149.503476,0.979725
NCI-H64,SCLC,lung,lung_small_cell_carcinoma,149.703153,0.969389
PFSK-1,MB,nervous_system,medulloblastoma,151.215734,0.982897
CAL-72,UNCLASSIFIED,bone,osteosarcoma,153.879373,0.968542
NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,154.980231,0.967726
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,155.538141,0.966107
KYAE-1,ESCA,aero_digestive_tract,oesophagus,155.854445,0.986822
YAPC,PAAD,pancreas,pancreas,156.626385,0.938770
AGS,STAD,digestive_system,stomach,156.686097,0.981530
LS-513,COREAD,digestive_system,large_intestine,157.073897,0.972586
LB2518-MEL,SKCM,skin,melanoma,158.057337,0.979224
SW48,COREAD,digestive_system,large_intestine,159.534687,0.965589
LB771-HNC,HNSC,aero_digestive_tract,head_and_neck,159.648997,0.964820
NB7,NB,nervous_system,neuroblastoma,159.789067,0.975437
RERF-LC-Sq1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,161.256012,0.971447
NCI-H2085,LUAD,lung,lung_NSCLC_adenocarcinoma,161.894160,0.966356
ECC12,UNCLASSIFIED,digestive_system,stomach,162.246284,0.988957
H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,162.878753,0.940273
NCI-H1355,LUAD,lung,lung_NSCLC_adenocarcinoma,163.522569,0.946632
TGW,NB,nervous_system,neuroblastoma,163.954968,0.985529
NKM-1,LAML,blood,acute_myeloid_leukaemia,164.212373,0.983749
RC-K8,DLBC,blood,B_cell_lymphoma,164.373372,0.979069
JIMT-1,BRCA,breast,breast,164.640083,0.982943
RMG-I,UNCLASSIFIED,urogenital_system,ovary,164.948030,0.903394
MS751,CESC,urogenital_system,cervix,165.603145,0.988871
MOLP-8,MM,blood,myeloma,166.063772,0.992024
SU8686,PAAD,pancreas,pancreas,167.168831,0.952960
HuO-3N1,UNCLASSIFIED,bone,osteosarcoma,167.561513,0.969618
NCI-H1341,SCLC,lung,lung_small_cell_carcinoma,167.702078,0.983813
MHH-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,168.116400,0.982228
SNU-1,STAD,digestive_system,stomach,168.247779,0.986023
VMRC-LCD,LUAD,lung,lung_NSCLC_adenocarcinoma,168.999981,0.968785
EW-24,UNCLASSIFIED,bone,ewings_sarcoma,169.104642,0.964128
SNU-5,STAD,digestive_system,stomach,169.853435,0.984930
MN-60,UNCLASSIFIED,blood,B_cell_leukemia,170.153377,0.978130
THP-1,LAML,blood,acute_myeloid_leukaemia,170.559772,0.987264
MKN1,UNCLASSIFIED,digestive_system,stomach,170.831454,0.960182
OVCAR-3,OV,urogenital_system,ovary,172.424281,0.980909
TE-4,ESCA,aero_digestive_tract,oesophagus,173.869648,0.988745
NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,175.294520,0.984856
MZ1-PC,PAAD,pancreas,pancreas,175.417885,0.943041
NCI-H2373,MESO,lung,mesothelioma,175.527481,0.955063
PANC-02-03,PAAD,pancreas,pancreas,175.569663,0.941466
COR-L88,SCLC,lung,lung_small_cell_carcinoma,175.719830,0.979867
KP-2,PAAD,pancreas,pancreas,179.145974,0.964888
NCI-H1155,UNCLASSIFIED,lung,lung_NSCLC_large_cell,179.846372,0.987549
LB831-BLC,BLCA,urogenital_system,bladder,180.618104,0.977276
U-118-MG,GBM,nervous_system,glioma,180.974514,0.958657
SNU-398,LIHC,digestive_system,liver,181.180387,0.976111
SW780,BLCA,urogenital_system,bladder,182.287949,0.971762
IM-95,STAD,digestive_system,stomach,182.428238,0.979711
NCI-H2461,MESO,lung,mesothelioma,182.646816,0.941509
OE19,ESCA,aero_digestive_tract,oesophagus,184.954801,0.967421
U251,GBM,nervous_system,glioma,186.105362,0.974350
EJM,MM,blood,lymphoid_neoplasm_other,186.635400,0.993431
CW-2,COREAD,digestive_system,large_intestine,187.113557,0.985040
CAPAN-1,PAAD,pancreas,pancreas,187.234481,0.969842
COR-L32,SCLC,lung,lung_small_cell_carcinoma,188.497053,0.985024
LU-135,SCLC,lung,lung_small_cell_carcinoma,188.627246,0.986244
NCI-H2141,SCLC,lung,lung_small_cell_carcinoma,190.356360,0.974090
ESO26,ESCA,aero_digestive_tract,oesophagus,190.694060,0.979055
A204,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,190.888510,0.963890
SBC-5,SCLC,lung,lung_small_cell_carcinoma,192.425005,0.990939
BICR78,HNSC,aero_digestive_tract,head_and_neck,193.242572,0.965595
U-2-OS,UNCLASSIFIED,bone,osteosarcoma,193.340664,0.982208
NCI-H510A,SCLC,lung,lung_small_cell_carcinoma,193.714622,0.992969
NOMO-1,LAML,blood,acute_myeloid_leukaemia,194.650273,0.992153
MFM-223,BRCA,breast,breast,195.154762,0.951597
SAT,HNSC,aero_digestive_tract,head_and_neck,195.520138,0.967176
HCC1937,BRCA,breast,breast,196.390952,0.967175
KMRC-1,KIRC,kidney,kidney,196.451807,0.971992
OV-90,OV,urogenital_system,ovary,196.847063,0.947079
Hey,OV,urogenital_system,ovary,196.900239,0.963285
C2BBe1,COREAD,digestive_system,large_intestine,197.304133,0.945375
TCCSUP,BLCA,urogenital_system,bladder,197.312822,0.969683
SW756,CESC,urogenital_system,cervix,198.098725,0.958535
U-87-MG,GBM,nervous_system,glioma,199.849829,0.973166
PL4,PAAD,pancreas,pancreas,201.101633,0.971090
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,201.415410,0.942668
Hs-746T,STAD,digestive_system,stomach,201.507307,0.960246
JEG-3,UNCLASSIFIED,urogenital_system,urogenital_system_other,201.862085,0.989122
EFM-19,BRCA,breast,breast,203.149936,0.972407
JHH-1,LIHC,digestive_system,liver,203.205730,0.972897
KARPAS-620,MM,blood,haematopoietic_neoplasm_other,205.338740,0.990046
COLO-792,SKCM,skin,melanoma,205.628305,0.981480
NB10,NB,nervous_system,neuroblastoma,206.089188,0.988036
OACM5-1,ESCA,aero_digestive_tract,oesophagus,206.280950,0.971490
GI-ME-N,NB,nervous_system,neuroblastoma,206.346979,0.961557
OCI-AML3,LAML,blood,acute_myeloid_leukaemia,207.645228,0.990736
647-V,BLCA,urogenital_system,bladder,208.892594,0.988086
NCI-H1694,SCLC,lung,lung_small_cell_carcinoma,209.341904,0.989169
TE-1,ESCA,aero_digestive_tract,oesophagus,209.566633,0.967845
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,210.954630,0.962839
HCC1500,BRCA,breast,breast,211.194102,0.988128
TMK-1,STAD,digestive_system,stomach,211.601046,0.981461
RD,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,212.142670,0.975527
Ca9-22,HNSC,aero_digestive_tract,head_and_neck,213.107301,0.983515
NCI-N87,STAD,digestive_system,stomach,213.578199,0.950889
ZR-75-30,BRCA,breast,breast,215.539258,0.951141
NCI-H596,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,215.827705,0.972204
J82,BLCA,urogenital_system,bladder,216.713481,0.972486
GAMG,LGG,nervous_system,glioma,219.193181,0.978197
RCM-1,COREAD,digestive_system,large_intestine,219.809173,0.956592
SW620,COREAD,digestive_system,large_intestine,223.917085,0.965875
NCI-H2591,MESO,lung,mesothelioma,224.820997,0.954849
H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,225.221404,0.952807
MFE-296,UCEC,urogenital_system,endometrium,226.160707,0.986876
SJSA-1,UNCLASSIFIED,bone,bone_other,226.851603,0.974059
NCI-H196,SCLC,lung,lung_small_cell_carcinoma,228.076442,0.985979
MDA-MB-175-VII,BRCA,breast,breast,229.775162,0.933801
KM12,COREAD,digestive_system,large_intestine,230.692712,0.979865
G-401,UNCLASSIFIED,kidney,kidney,231.295145,0.972186
MDA-MB-361,BRCA,breast,breast,231.679732,0.988014
LAN-6,NB,nervous_system,neuroblastoma,232.241093,0.982243
LC-1-sq,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,232.391396,0.978306
SIMA,NB,nervous_system,neuroblastoma,233.634453,0.985817
NB(TU)1-10,NB,nervous_system,neuroblastoma,233.723720,0.987930
RERF-LC-KJ,LUAD,lung,lung_NSCLC_adenocarcinoma,233.811643,0.984275
MFH-ino,UNCLASSIFIED,soft_tissue,soft_tissue_other,234.279375,0.953740
PA-TU-8902,PAAD,pancreas,pancreas,234.350400,0.946333
LN-405,GBM,nervous_system,glioma,235.161460,0.976260
