"Cell line","TCGA classification",Tissue,"Tissue sub-type",IC50,AUC
NCI-H1299,UNCLASSIFIED,lung,lung_NSCLC_large_cell,43.421034,0.981857
SK-MM-2,MM,blood,myeloma,43.589231,0.988856
SNU-C2B,COREAD,digestive_system,large_intestine,43.741854,0.976210
CL-11,COREAD,digestive_system,large_intestine,45.072850,0.985139
CTB-1,DLBC,blood,B_cell_lymphoma,48.658391,0.974285
NCI-H322M,LUAD,lung,lung_NSCLC_adenocarcinoma,48.960295,0.972222
no-11,LGG,nervous_system,glioma,50.487153,0.980974
CAS-1,GBM,nervous_system,glioma,51.108631,0.979434
MFM-223,BRCA,breast,breast,51.556533,0.987943
OS-RC-2,KIRC,kidney,kidney,52.901551,0.976199
RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,54.717898,0.984922
RXF393,KIRC,kidney,kidney,54.795447,0.973962
OVCAR-4,OV,urogenital_system,ovary,55.701092,0.974643
JVM-2,CLL,blood,lymphoid_neoplasm_other,57.795160,0.971074
SNU-C1,COREAD,digestive_system,large_intestine,57.938805,0.961182
NCI-H345,SCLC,lung,lung_small_cell_carcinoma,63.946142,0.986013
EKVX,LUAD,lung,lung_NSCLC_adenocarcinoma,65.458491,0.957119
NCI-H1838,LUAD,lung,lung_NSCLC_adenocarcinoma,66.539755,0.979688
SK-MEL-1,SKCM,skin,melanoma,66.813435,0.982845
LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,68.636057,0.981705
SW684,UNCLASSIFIED,soft_tissue,fibrosarcoma,76.507041,0.979806
HCC2218,BRCA,breast,breast,99.480550,0.982833
EW-12,UNCLASSIFIED,bone,ewings_sarcoma,143.812065,0.975420
